"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"ARPEGGIO 2020",2020,"Withdrawals due to AEs",2,8,138,2,140,0,0,0,0,0,0,4.057971,0.877337,18.769441,0,5.520531,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRAVO 2014",2014,"Withdrawals due to AEs",2,21,433,19,449,0,0,0,0,0,0,1.146104,0.625003,2.101678,0,24.060615,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONCERTO 2022",2022,"Withdrawals due to AEs",2,34,727,19,740,0,0,0,0,0,0,1.821473,1.048811,3.163356,0,26.942127,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Comi 2008",2008,"Withdrawals due to AEs",2,4,204,5,102,0,0,0,0,0,0,0.4,0.109765,1.457658,0,7.484108,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Polman 2005",2005,"Withdrawals due to AEs",2,1,142,1,67,0,0,0,0,0,0,0.471831,0.029966,7.429129,0,1.812158,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ziemssen 2017",2017,"Withdrawals due to AEs",2,5,84,0,28,0,0,0,0,0,0,3.752941,0.214023,65.808648,0,1.681989,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ADVANCE 2014",2014,"Withdrawals due to AEs",2,49,1012,7,500,0,0,0,0,0,0,3.458498,1.578019,7.57989,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CLARITY 2010",2010,"Withdrawals due to AEs",2,16,884,7,435,0,0,0,0,0,0,1.124758,0.466187,2.713672,0,51.21982,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ORACLE 2014",2014,"Withdrawals due to AEs",2,30,410,5,206,0,0,0,0,0,0,3.014634,1.18725,7.654679,0,48.78018,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hauser 2008",2008,"Withdrawals due to AEs",2,3,69,2,35,0,0,0,0,0,0,0.76087,0.133235,4.345138,0,54.565122,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OLYMPUS 2009",2009,"Withdrawals due to AEs",2,9,292,1,147,0,0,0,0,0,0,4.530822,0.579523,35.422829,0,45.434878,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2011",2011,"Withdrawals due to AEs",2,5,110,0,54,0,0,0,0,0,0,5.45045,0.306891,96.801316,0,7.263464,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ORATORIO 2017",2017,"Withdrawals due to AEs",2,20,486,8,239,0,0,0,0,0,0,1.229424,0.549574,2.75028,0,92.736536,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"INCOMIN 2002",2002,"Withdrawals due to AEs",2,1,88,5,94,0,0,0,0,0,0,0.213636,0.025458,1.792801,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BECOME 2009",2009,"Withdrawals due to AEs",2,2,39,3,36,0,0,0,0,0,0,0.615385,0.109,3.474292,0,14.855828,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BEYOND 2009",2009,"Withdrawals due to AEs",2,9,445,36,1775,0,0,0,0,0,0,0.997191,0.483928,2.054832,0,85.144172,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EVIDENCE 2002",2002,"Withdrawals due to AEs",2,19,339,18,337,0,0,0,0,0,0,1.049328,0.56066,1.963915,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2011",2011,"Withdrawals due to AEs",2,5,110,1,54,0,0,0,0,0,0,2.454545,0.293979,20.493987,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REGARD 2008",2008,"Withdrawals due to AEs",2,19,375,23,381,0,0,0,0,0,0,0.839304,0.464944,1.51509,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TENERE 2014",2014,"Withdrawals due to AEs",2,21,220,22,101,0,0,0,0,0,0,0.438223,0.252938,0.759236,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CAMMS223 2008",2008,"Withdrawals due to AEs",2,3,216,13,107,0,0,0,0,0,0,0.114316,0.033287,0.392597,0,25.19062,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CARE-MS I 2012",2012,"Withdrawals due to AEs",2,5,376,11,187,0,0,0,0,0,0,0.226064,0.079706,0.641169,0,30.401669,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CARE-MS II 2012",2012,"Withdrawals due to AEs",2,20,596,15,202,0,0,0,0,0,0,0.451902,0.235876,0.865774,0,44.40771,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Etemadifar 2007",2007,"Withdrawals due to AEs",2,3,47,3,47,0,0,0,0,0,0,1,0.21259,4.703883,0,27.425702,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIN TRIAL 2014",2014,"Withdrawals due to AEs",2,14,69,6,77,0,0,0,0,0,0,2.603865,1.059199,6.401167,0,72.574298,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONFIRM 2012",2012,"Withdrawals due to AEs",2,85,703,35,351,0,0,0,0,0,0,1.212558,0.835706,1.759348,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REVEAL 2020",2020,"Withdrawals due to AEs",2,1,54,3,54,0,0,0,0,0,0,0.333333,0.035788,3.104662,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REFORMS 2012",2012,"Withdrawals due to AEs",2,6,65,0,64,0,0,0,0,0,0,12.80303,0.736169,222.663014,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Van de Wyngaert 2001",2001,"Withdrawals due to AEs",2,8,28,3,21,0,0,0,0,0,0,2,0.602251,6.641747,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OPERA I 2017",2017,"Withdrawals due to AEs",2,13,408,26,409,0,0,0,0,0,0,0.501225,0.261273,0.961548,0,46.92957,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OPERA II 2017",2017,"Withdrawals due to AEs",2,16,417,25,417,0,0,0,0,0,0,0.64,0.346828,1.180987,0,53.07043,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PROMESS 2017",2017,"Withdrawals due to AEs",2,20,72,5,66,0,0,0,0,0,0,3.666667,1.459327,9.212768,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"RADIANCE 2019",2019,"Withdrawals due to AEs",2,27,873,18,440,0,0,0,0,0,0,0.756014,0.421059,1.357426,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"SUNBEAM 2019",2019,"Withdrawals due to AEs",2,20,901,16,445,0,0,0,0,0,0,0.61737,0.323099,1.179655,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"GOLDEN 2017",2017,"Withdrawals due to AEs",2,5,104,3,47,0,0,0,0,0,0,0.753205,0.187739,3.021839,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MOVING 2020",2020,"Withdrawals due to AEs",2,0,6,0,7,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"DECIDE 2015",2015,"Withdrawals due to AEs",2,186,919,137,922,0,0,0,0,0,0,1.362096,1.114227,1.665106,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCLEPIOS I 2020",2020,"Withdrawals due to AEs",2,27,465,24,462,0,0,0,0,0,0,1.117742,0.654911,1.907659,0,49.47692,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCLEPIOS II 2020",2020,"Withdrawals due to AEs",2,27,481,25,474,0,0,0,0,0,0,1.064283,0.627067,1.806342,0,50.52308,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASSESS 2020",2020,"Withdrawals due to AEs",2,59,711,45,324,0,0,0,0,0,0,0.597468,0.414766,0.860651,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EVOLVE-MS-2 2020",2020,"Withdrawals due to AEs",2,4,253,14,251,0,0,0,0,0,0,0.283456,0.094601,0.849329,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Masjedi 2021",2021,"Withdrawals due to AEs",2,0,30,0,30,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"APOLITOS 2021",2021,"Withdrawals due to AEs",2,0,43,0,21,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"MIRROR 2018",2018,"Withdrawals due to AEs",2,4,164,0,67,0,0,0,0,0,0,3.709091,0.202448,67.95494,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TRANSFORMS 2010",2010,"Withdrawals due to AEs",2,66,849,16,431,0,0,0,0,0,0,2.094081,1.228009,3.570963,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CombiRx 2013",2013,"Withdrawals due to AEs",2,12,259,18,250,0,0,0,0,0,0,0.643501,0.316543,1.308172,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRAVO 2014",2014,"Withdrawals due to AEs",2,21,433,26,442,0,0,0,0,0,0,0.82448,0.471156,1.442766,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BOLD 2013",2013,"Withdrawals due to AEs",2,23,235,2,61,0,0,0,0,0,0,2.985106,0.723572,12.315093,0,7.905067,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EXPAND 2018",2018,"Withdrawals due to AEs",2,84,1099,28,546,0,0,0,0,0,0,1.490446,0.983999,2.257551,0,92.094933,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheshmavar 2021",2021,"Withdrawals due to AEs",2,2,43,2,41,0,0,0,0,0,0,0.953488,0.140812,6.456413,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
