"dataset_name","paired_analyses","mismatch_rate","issue1","issue1_count","issue1_rate","issue2","issue2_count","issue2_rate","issue3","issue3_count","issue3_rate","issue4","issue4_count","issue4_rate","issue5","issue5_count","issue5_rate"
"CD002122_pub3_data",14,1,"sparse_events",72,0.196,"duplicate_study",5,0.014,"double_zero",4,0.011,"",0,NA,"",0,NA
"CD003598_pub3_data",13,1,"ci_mismatch",552,0.849,"sparse_events",518,0.797,"double_zero",386,0.594,"exp_sd_le0",372,0.572,"ctrl_sd_le0",372,0.572
"CD004736_pub6_data",13,1,"ci_mismatch",1171,0.857,"exp_sd_le0",1142,0.836,"ctrl_sd_le0",1142,0.836,"sparse_events",549,0.402,"duplicate_study",494,0.362
"CD011689_pub4_data",12,1,"ci_mismatch",3302,0.901,"exp_sd_le0",3085,0.842,"ctrl_sd_le0",3085,0.842,"duplicate_study",1501,0.41,"sparse_events",1465,0.4
"CD014769_pub2_data",12,1,"exp_sd_le0",345,1,"ctrl_sd_le0",345,1,"ci_mismatch",345,1,"sparse_events",66,0.191,"duplicate_study",2,0.006
"CD015014_pub2_data",11,1,"exp_sd_le0",269,0.9,"ctrl_sd_le0",269,0.9,"ci_mismatch",240,0.803,"sparse_events",130,0.435,"double_zero",102,0.341
"CD002042_pub6_data",10,1,"sparse_events",278,0.305,"double_zero",89,0.098,"all_events",8,0.009,"",0,NA,"",0,NA
"CD011535_pub7_data",10,1,"duplicate_study",659,0.67,"sparse_events",78,0.079,"exp_sd_le0",35,0.036,"ctrl_sd_le0",35,0.036,"ci_mismatch",34,0.035
"CD006023_pub4_data",9,1,"ci_mismatch",777,0.872,"sparse_events",655,0.735,"exp_sd_le0",545,0.612,"ctrl_sd_le0",545,0.612,"double_zero",453,0.508
"CD015849_pub2_data",9,1,"exp_sd_le0",276,0.871,"ctrl_sd_le0",276,0.871,"ci_mismatch",245,0.773,"sparse_events",233,0.735,"double_zero",170,0.536
"CD006404_pub5_data",8,1,"sparse_events",235,0.614,"duplicate_study",122,0.319,"double_zero",81,0.211,"",0,NA,"",0,NA
"CD008176_pub3_data",8,1,"ci_mismatch",861,0.966,"sparse_events",623,0.699,"duplicate_study",530,0.595,"exp_sd_le0",485,0.544,"ctrl_sd_le0",485,0.544
"CD004661_pub4_data",7,1,"exp_sd_le0",446,0.907,"ctrl_sd_le0",446,0.907,"ci_mismatch",437,0.888,"duplicate_study",378,0.768,"sparse_events",138,0.28
"CD011762_pub2_data",7,1,"exp_sd_le0",1889,0.937,"ctrl_sd_le0",1889,0.937,"ci_mismatch",1850,0.917,"duplicate_study",1629,0.808,"sparse_events",838,0.415
"CD014965_pub2_data",7,1,"ci_mismatch",143,0.808,"sparse_events",126,0.712,"exp_sd_le0",95,0.537,"ctrl_sd_le0",95,0.537,"double_zero",85,0.48
"CD002112_pub2_data",6,1,"ci_mismatch",223,0.957,"exp_sd_le0",156,0.67,"ctrl_sd_le0",155,0.665,"sparse_events",102,0.438,"double_zero",79,0.339
"CD003414_pub4_data",6,1,"ci_mismatch",135,1,"exp_sd_le0",116,0.859,"ctrl_sd_le0",116,0.859,"sparse_events",34,0.252,"double_zero",19,0.141
"CD003594_pub7_data",6,1,"ci_mismatch",167,0.977,"exp_sd_le0",150,0.877,"ctrl_sd_le0",150,0.877,"sparse_events",67,0.392,"double_zero",25,0.146
"CD003962_pub3_data",6,1,"ci_mismatch",230,0.962,"sparse_events",188,0.787,"double_zero",162,0.678,"exp_sd_le0",84,0.351,"ctrl_sd_le0",84,0.351
"CD006475_pub3_data",6,1,"exp_sd_le0",222,1,"ctrl_sd_le0",222,1,"ci_mismatch",222,1,"duplicate_study",25,0.113,"sparse_events",18,0.081
"CD010966_pub4_data",6,1,"ci_mismatch",1104,0.887,"duplicate_study",1057,0.85,"exp_sd_le0",1028,0.826,"ctrl_sd_le0",1028,0.826,"sparse_events",877,0.705
"CD013781_pub2_data",6,1,"ci_mismatch",407,0.906,"exp_sd_le0",298,0.664,"ctrl_sd_le0",298,0.664,"sparse_events",258,0.575,"double_zero",193,0.43
"CD014937_pub2_data",6,1,"exp_sd_le0",633,0.971,"ctrl_sd_le0",633,0.971,"ci_mismatch",536,0.822,"sparse_events",238,0.365,"double_zero",133,0.204
"CD015215_pub2_data",6,1,"ci_mismatch",183,0.859,"sparse_events",160,0.751,"double_zero",146,0.685,"exp_sd_le0",131,0.615,"ctrl_sd_le0",131,0.615
"CD016031_data",6,1,"sparse_events",140,0.556,"ci_mismatch",118,0.468,"exp_sd_le0",106,0.421,"ctrl_sd_le0",106,0.421,"double_zero",78,0.31
"CD004953_pub5_data",5,1,"ctrl_sd_le0",152,0.933,"exp_sd_le0",150,0.92,"ci_mismatch",135,0.828,"sparse_events",75,0.46,"double_zero",39,0.239
"CD006257_pub2_data",5,1,"exp_sd_le0",530,0.974,"ctrl_sd_le0",530,0.974,"ci_mismatch",375,0.689,"sparse_events",283,0.52,"duplicate_study",199,0.366
"CD006689_pub3_data",5,1,"exp_sd_le0",269,0.912,"ctrl_sd_le0",269,0.912,"ci_mismatch",260,0.881,"sparse_events",115,0.39,"duplicate_study",73,0.247
"CD011575_pub3_data",5,1,"ci_mismatch",68,1,"exp_sd_le0",60,0.882,"ctrl_sd_le0",60,0.882,"double_zero",8,0.118,"sparse_events",8,0.118
"CD012067_pub3_data",5,1,"ci_mismatch",385,0.925,"sparse_events",264,0.635,"exp_sd_le0",213,0.512,"ctrl_sd_le0",213,0.512,"double_zero",206,0.495
"CD012503_pub3_data",5,1,"exp_sd_le0",259,0.82,"ctrl_sd_le0",259,0.82,"ci_mismatch",251,0.794,"duplicate_study",214,0.677,"sparse_events",133,0.421
"CD012905_pub2_data",5,1,"ci_mismatch",95,0.941,"exp_sd_le0",74,0.733,"ctrl_sd_le0",74,0.733,"sparse_events",52,0.515,"double_zero",33,0.327
"CD013614_pub2_data",5,1,"ci_mismatch",533,0.985,"exp_sd_le0",331,0.612,"ctrl_sd_le0",331,0.612,"sparse_events",242,0.447,"double_zero",214,0.396
"CD013800_pub2_data",5,1,"ci_mismatch",139,0.993,"exp_sd_le0",129,0.921,"ctrl_sd_le0",129,0.921,"sparse_events",18,0.129,"double_zero",11,0.079
"CD014820_pub2_data",5,1,"ci_mismatch",558,0.812,"exp_sd_le0",557,0.811,"ctrl_sd_le0",557,0.811,"duplicate_study",534,0.777,"sparse_events",388,0.565
"CD014844_pub2_data",5,1,"exp_sd_le0",40,1,"ctrl_sd_le0",40,1,"ci_mismatch",38,0.95,"sparse_events",11,0.275,"double_zero",2,0.05
"CD015331_pub2_data",5,1,"ci_mismatch",977,0.993,"sparse_events",855,0.869,"double_zero",804,0.817,"duplicate_study",301,0.306,"exp_sd_le0",187,0.19
"CD015588_pub2_data",5,1,"exp_sd_le0",426,0.966,"ctrl_sd_le0",426,0.966,"ci_mismatch",378,0.857,"sparse_events",288,0.653,"double_zero",252,0.571
"CD015746_pub2_data",5,1,"exp_sd_le0",89,1,"ctrl_sd_le0",89,1,"ci_mismatch",89,1,"duplicate_study",42,0.472,"sparse_events",40,0.449
"CD016168_data",5,1,"exp_sd_le0",40,0.889,"ctrl_sd_le0",40,0.889,"ci_mismatch",40,0.889,"sparse_events",26,0.578,"double_zero",10,0.222
"CD005133_pub4_data",4,1,"exp_sd_le0",174,1,"ctrl_sd_le0",174,1,"ci_mismatch",167,0.96,"duplicate_study",77,0.443,"sparse_events",71,0.408
"CD006606_pub5_data",4,1,"exp_sd_le0",30,1,"ctrl_sd_le0",30,1,"ci_mismatch",30,1,"sparse_events",4,0.133,"",0,NA
"CD007026_pub7_data",4,1,"exp_sd_le0",56,1,"ctrl_sd_le0",56,1,"ci_mismatch",52,0.929,"duplicate_study",25,0.446,"sparse_events",20,0.357
"CD007572_pub4_data",4,1,"ci_mismatch",67,0.944,"exp_sd_le0",63,0.887,"ctrl_sd_le0",63,0.887,"sparse_events",11,0.155,"double_zero",8,0.113
"CD008564_pub3_data",4,1,"exp_sd_le0",265,0.943,"ctrl_sd_le0",265,0.943,"ci_mismatch",265,0.943,"duplicate_study",226,0.804,"sparse_events",19,0.068
"CD008709_pub4_data",4,1,"exp_sd_le0",340,0.963,"ctrl_sd_le0",340,0.963,"ci_mismatch",322,0.912,"sparse_events",157,0.445,"double_zero",44,0.125
"CD009235_pub4_data",4,1,"sparse_events",718,0.864,"double_zero",660,0.794,"ci_mismatch",623,0.75,"exp_sd_le0",223,0.268,"ctrl_sd_le0",223,0.268
"CD009531_pub3_data",4,1,"ci_mismatch",135,0.993,"sparse_events",113,0.831,"double_zero",109,0.801,"duplicate_study",85,0.625,"exp_sd_le0",28,0.206
"CD009749_pub3_data",4,1,"exp_sd_le0",124,1,"ctrl_sd_le0",124,1,"ci_mismatch",115,0.927,"sparse_events",59,0.476,"duplicate_study",30,0.242
"CD010861_pub3_data",4,1,"sparse_events",97,0.495,"double_zero",70,0.357,"duplicate_study",19,0.097,"ci_mismatch",14,0.071,"all_events",4,0.02
"CD011858_pub2_data",4,1,"ci_mismatch",73,0.986,"sparse_events",57,0.77,"exp_sd_le0",51,0.689,"ctrl_sd_le0",51,0.689,"double_zero",24,0.324
"CD012429_pub2_data",4,1,"ci_mismatch",102,0.971,"exp_sd_le0",84,0.8,"ctrl_sd_le0",84,0.8,"duplicate_study",74,0.705,"sparse_events",50,0.476
"CD012712_pub2_data",4,1,"exp_sd_le0",464,0.901,"ctrl_sd_le0",464,0.901,"ci_mismatch",461,0.895,"duplicate_study",276,0.536,"sparse_events",199,0.386
"CD012850_pub2_data",4,1,"ci_mismatch",104,1,"sparse_events",72,0.692,"double_zero",65,0.625,"exp_sd_le0",39,0.375,"ctrl_sd_le0",39,0.375
"CD013071_pub2_data",4,1,"sparse_events",177,0.881,"ci_mismatch",173,0.861,"double_zero",138,0.687,"exp_sd_le0",91,0.453,"ctrl_sd_le0",91,0.453
"CD013232_pub2_data",4,1,"ci_mismatch",1530,0.994,"exp_sd_le0",1298,0.843,"ctrl_sd_le0",1298,0.843,"sparse_events",875,0.568,"duplicate_study",772,0.501
"CD013278_pub3_data",4,1,"ci_mismatch",207,0.928,"exp_sd_le0",192,0.861,"ctrl_sd_le0",192,0.861,"sparse_events",84,0.377,"double_zero",47,0.211
"CD013366_pub2_data",4,1,"exp_sd_le0",131,0.936,"ctrl_sd_le0",131,0.936,"ci_mismatch",130,0.929,"sparse_events",65,0.464,"duplicate_study",55,0.393
"CD013539_pub2_data",4,1,"exp_sd_le0",321,1,"ctrl_sd_le0",321,1,"ci_mismatch",301,0.938,"sparse_events",88,0.274,"double_zero",39,0.121
"CD013715_pub2_data",4,1,"exp_sd_le0",73,0.802,"ctrl_sd_le0",73,0.802,"ci_mismatch",73,0.802,"sparse_events",45,0.495,"double_zero",30,0.33
"CD013816_pub2_data",4,1,"exp_sd_le0",85,0.944,"ctrl_sd_le0",85,0.944,"sparse_events",68,0.756,"ci_mismatch",59,0.656,"double_zero",36,0.4
"CD013830_pub2_data",4,1,"ci_mismatch",142,0.947,"exp_sd_le0",140,0.933,"ctrl_sd_le0",140,0.933,"sparse_events",50,0.333,"duplicate_study",33,0.22
"CD014741_pub2_data",4,1,"exp_sd_le0",211,0.995,"ctrl_sd_le0",211,0.995,"ci_mismatch",210,0.991,"sparse_events",163,0.769,"double_zero",106,0.5
"CD014959_pub2_data",4,1,"exp_sd_le0",62,1,"ctrl_sd_le0",62,1,"ci_mismatch",62,1,"sparse_events",10,0.161,"duplicate_study",3,0.048
"CD015255_pub2_data",4,1,"ci_mismatch",103,0.99,"exp_sd_le0",91,0.875,"ctrl_sd_le0",91,0.875,"sparse_events",17,0.163,"double_zero",15,0.144
"CD015532_data",4,1,"ci_mismatch",139,1,"exp_sd_le0",111,0.799,"ctrl_sd_le0",111,0.799,"duplicate_study",47,0.338,"sparse_events",45,0.324
"CD015824_pub2_data",4,1,"exp_sd_le0",59,0.656,"ctrl_sd_le0",59,0.656,"ci_mismatch",57,0.633,"sparse_events",44,0.489,"double_zero",32,0.356
"CD016131_data",4,1,"exp_sd_le0",70,1,"ctrl_sd_le0",70,1,"ci_mismatch",54,0.771,"sparse_events",25,0.357,"double_zero",15,0.214
"CD001797_pub4_data",3,1,"ci_mismatch",38,0.864,"sparse_events",28,0.636,"exp_sd_le0",25,0.568,"ctrl_sd_le0",25,0.568,"double_zero",22,0.5
"CD003376_pub4_data",3,1,"exp_sd_le0",276,1,"ctrl_sd_le0",276,1,"duplicate_study",198,0.717,"ci_mismatch",186,0.674,"sparse_events",166,0.601
"CD003429_pub5_data",3,1,"sparse_events",26,0.788,"double_zero",23,0.697,"ci_mismatch",19,0.576,"exp_sd_le0",10,0.303,"ctrl_sd_le0",10,0.303
"CD006182_pub3_data",3,1,"ci_mismatch",78,0.987,"exp_sd_le0",69,0.873,"ctrl_sd_le0",69,0.873,"duplicate_study",52,0.658,"sparse_events",21,0.266
"CD006536_pub5_data",3,1,"ci_mismatch",940,0.983,"sparse_events",848,0.887,"duplicate_study",646,0.676,"exp_sd_le0",532,0.556,"ctrl_sd_le0",532,0.556
"CD006913_pub3_data",3,1,"double_zero",750,0.847,"sparse_events",750,0.847,"ci_mismatch",549,0.62,"duplicate_study",351,0.397,"exp_sd_le0",136,0.154
"CD007784_pub3_data",3,1,"ci_mismatch",907,0.971,"sparse_events",724,0.775,"double_zero",654,0.7,"exp_sd_le0",302,0.323,"ctrl_sd_le0",302,0.323
"CD008309_pub3_data",3,1,"exp_sd_le0",139,0.869,"ctrl_sd_le0",139,0.869,"ci_mismatch",114,0.713,"sparse_events",94,0.588,"double_zero",67,0.419
"CD009298_pub3_data",3,1,"sparse_events",156,0.468,"double_zero",109,0.327,"all_events",2,0.006,"",0,NA,"",0,NA
"CD010145_pub2_data",3,1,"exp_sd_le0",131,0.949,"ctrl_sd_le0",131,0.949,"ci_mismatch",123,0.891,"sparse_events",44,0.319,"double_zero",19,0.138
"CD012635_pub2_data",3,1,"exp_sd_le0",52,1,"ctrl_sd_le0",52,1,"ci_mismatch",51,0.981,"sparse_events",14,0.269,"double_zero",3,0.058
"CD013408_pub2_data",3,1,"exp_sd_le0",54,1,"ctrl_sd_le0",54,1,"ci_mismatch",54,1,"duplicate_study",4,0.074,"sparse_events",3,0.056
"CD013445_pub2_data",3,1,"exp_sd_le0",480,0.868,"ctrl_sd_le0",480,0.868,"ci_mismatch",435,0.787,"sparse_events",260,0.47,"double_zero",191,0.345
"CD013844_pub2_data",3,1,"ci_mismatch",97,0.97,"sparse_events",62,0.62,"double_zero",53,0.53,"exp_sd_le0",50,0.5,"ctrl_sd_le0",50,0.5
"CD014541_pub2_data",3,1,"exp_sd_le0",94,1,"ctrl_sd_le0",94,1,"ci_mismatch",88,0.936,"duplicate_study",17,0.181,"sparse_events",14,0.149
"CD014594_pub2_data",3,1,"ci_mismatch",89,0.848,"exp_sd_le0",83,0.79,"ctrl_sd_le0",83,0.79,"duplicate_study",78,0.743,"sparse_events",67,0.638
"CD014792_pub2_data",3,1,"exp_sd_le0",63,0.926,"ctrl_sd_le0",63,0.926,"ci_mismatch",58,0.853,"sparse_events",37,0.544,"duplicate_study",13,0.191
"CD014964_pub2_data",3,1,"duplicate_study",673,0.516,"sparse_events",154,0.118,"double_zero",68,0.052,"exp_sd_le0",62,0.048,"ctrl_sd_le0",18,0.014
"CD014967_pub2_data",3,1,"exp_sd_le0",98,0.933,"ctrl_sd_le0",98,0.933,"ci_mismatch",88,0.838,"sparse_events",41,0.39,"double_zero",24,0.229
"CD015033_pub2_data",3,1,"ci_mismatch",154,1,"sparse_events",108,0.701,"double_zero",103,0.669,"exp_sd_le0",51,0.331,"ctrl_sd_le0",51,0.331
"CD015254_pub2_data",3,1,"ci_mismatch",76,1,"exp_sd_le0",68,0.895,"ctrl_sd_le0",68,0.895,"double_zero",8,0.105,"sparse_events",8,0.105
"CD015332_pub2_data",3,1,"ci_mismatch",243,0.964,"sparse_events",219,0.869,"double_zero",181,0.718,"duplicate_study",143,0.567,"ctrl_sd_le0",80,0.317
"CD015854_data",3,1,"ci_mismatch",68,0.747,"sparse_events",65,0.714,"exp_sd_le0",59,0.648,"ctrl_sd_le0",58,0.637,"double_zero",42,0.462
"CD015932_pub2_data",3,1,"ci_mismatch",54,0.509,"exp_sd_le0",45,0.425,"ctrl_sd_le0",45,0.425,"sparse_events",28,0.264,"double_zero",24,0.226
"CD000219_pub5_data",2,1,"exp_sd_le0",71,1,"ctrl_sd_le0",71,1,"ci_mismatch",69,0.972,"duplicate_study",15,0.211,"sparse_events",6,0.085
"CD000547_pub3_data",2,1,"ci_mismatch",270,0.957,"exp_sd_le0",200,0.709,"ctrl_sd_le0",200,0.709,"duplicate_study",155,0.55,"sparse_events",155,0.55
"CD001155_pub3_data",2,1,"exp_sd_le0",976,0.999,"ctrl_sd_le0",976,0.999,"duplicate_study",746,0.764,"ci_mismatch",597,0.611,"sparse_events",556,0.569
"CD001321_pub7_data",2,1,"exp_sd_le0",155,1,"ctrl_sd_le0",155,1,"ci_mismatch",149,0.961,"duplicate_study",81,0.523,"sparse_events",22,0.142
"CD001431_pub6_data",2,1,"ci_mismatch",1479,1,"sparse_events",873,0.59,"double_zero",852,0.576,"duplicate_study",725,0.49,"exp_sd_le0",627,0.424
"CD001920_pub4_data",2,1,"sparse_events",1417,0.993,"double_zero",1410,0.988,"duplicate_study",577,0.404,"ci_mismatch",261,0.183,"exp_sd_le0",23,0.016
"CD002203_pub5_data",2,1,"ci_mismatch",168,0.96,"exp_sd_le0",114,0.651,"ctrl_sd_le0",114,0.651,"sparse_events",85,0.486,"duplicate_study",72,0.411
"CD002243_pub5_data",2,1,"ci_mismatch",1061,0.979,"exp_sd_le0",981,0.905,"ctrl_sd_le0",981,0.905,"sparse_events",204,0.188,"double_zero",123,0.113
"CD003774_pub5_data",2,1,"exp_sd_le0",756,0.993,"ctrl_sd_le0",756,0.993,"ci_mismatch",697,0.916,"duplicate_study",401,0.527,"sparse_events",219,0.288
"CD005951_pub5_data",2,1,"ci_mismatch",76,0.95,"exp_sd_le0",72,0.9,"ctrl_sd_le0",72,0.9,"sparse_events",25,0.312,"double_zero",12,0.15
"CD006185_pub6_data",2,1,"ci_mismatch",754,0.777,"sparse_events",637,0.657,"exp_sd_le0",595,0.613,"ctrl_sd_le0",595,0.613,"double_zero",563,0.58
"CD006742_pub3_data",2,1,"exp_sd_le0",17,1,"ctrl_sd_le0",17,1,"ci_mismatch",12,0.706,"sparse_events",6,0.353,"double_zero",5,0.294
"CD007310_pub3_data",2,1,"ci_mismatch",200,0.995,"exp_sd_le0",173,0.861,"ctrl_sd_le0",173,0.861,"sparse_events",77,0.383,"duplicate_study",63,0.313
"CD007639_pub3_data",2,1,"ci_mismatch",123,0.932,"sparse_events",114,0.864,"double_zero",108,0.818,"duplicate_study",33,0.25,"exp_sd_le0",29,0.22
"CD008469_pub3_data",2,1,"ci_mismatch",48,0.96,"exp_sd_le0",32,0.64,"ctrl_sd_le0",32,0.64,"variance_se_mismatch",32,0.64,"sparse_events",29,0.58
"CD008493_pub5_data",2,1,"exp_sd_le0",92,0.78,"ctrl_sd_le0",92,0.78,"ci_mismatch",92,0.78,"duplicate_study",72,0.61,"sparse_events",54,0.458
"CD010290_pub4_data",2,1,"exp_sd_le0",133,0.911,"ctrl_sd_le0",133,0.911,"ci_mismatch",128,0.877,"sparse_events",71,0.486,"double_zero",31,0.212
"CD010583_pub6_data",2,1,"ci_mismatch",63,0.969,"exp_sd_le0",53,0.815,"ctrl_sd_le0",53,0.815,"sparse_events",24,0.369,"double_zero",14,0.215
"CD011670_pub3_data",2,1,"ci_mismatch",30,0.968,"exp_sd_le0",23,0.742,"ctrl_sd_le0",23,0.742,"sparse_events",19,0.613,"double_zero",9,0.29
"CD012079_pub2_data",2,1,"ci_mismatch",527,0.929,"ctrl_sd_le0",452,0.797,"exp_sd_le0",451,0.795,"sparse_events",286,0.504,"double_zero",146,0.257
"CD012152_pub4_data",2,1,"exp_sd_le0",60,0.952,"ctrl_sd_le0",60,0.952,"ci_mismatch",58,0.921,"sparse_events",14,0.222,"duplicate_study",11,0.175
"CD012586_pub2_data",2,1,"ci_mismatch",566,0.973,"exp_sd_le0",472,0.811,"ctrl_sd_le0",472,0.811,"sparse_events",175,0.301,"double_zero",124,0.213
"CD012642_pub2_data",2,1,"exp_sd_le0",101,0.935,"ctrl_sd_le0",101,0.935,"ci_mismatch",99,0.917,"duplicate_study",72,0.667,"sparse_events",51,0.472
"CD012693_pub3_data",2,1,"exp_sd_le0",417,0.865,"ctrl_sd_le0",417,0.865,"ci_mismatch",406,0.842,"sparse_events",229,0.475,"duplicate_study",164,0.34
"CD012993_pub2_data",2,1,"ci_mismatch",55,1,"sparse_events",31,0.564,"double_zero",28,0.509,"duplicate_study",27,0.491,"exp_sd_le0",27,0.491
"CD013023_pub2_data",2,1,"exp_sd_le0",53,1,"ctrl_sd_le0",53,1,"ci_mismatch",49,0.925,"duplicate_study",35,0.66,"sparse_events",26,0.491
"CD013255_pub2_data",2,1,"exp_sd_le0",141,1,"ctrl_sd_le0",141,1,"ci_mismatch",110,0.78,"sparse_events",41,0.291,"double_zero",31,0.22
"CD013377_pub2_data",2,1,"exp_sd_le0",26,0.929,"ctrl_sd_le0",26,0.929,"ci_mismatch",26,0.929,"sparse_events",16,0.571,"double_zero",14,0.5
"CD013396_pub2_data",2,1,"exp_sd_le0",125,0.969,"ctrl_sd_le0",125,0.969,"ci_mismatch",115,0.891,"sparse_events",35,0.271,"duplicate_study",19,0.147
"CD013414_pub2_data",2,1,"ci_mismatch",68,0.971,"exp_sd_le0",51,0.729,"ctrl_sd_le0",51,0.729,"sparse_events",34,0.486,"duplicate_study",26,0.371
"CD013476_pub2_data",2,1,"ci_mismatch",22,0.957,"sparse_events",20,0.87,"double_zero",17,0.739,"exp_sd_le0",7,0.304,"ctrl_sd_le0",7,0.304
"CD013541_pub2_data",2,1,"sparse_events",146,0.764,"double_zero",134,0.702,"ci_mismatch",102,0.534,"duplicate_study",80,0.419,"exp_sd_le0",62,0.325
"CD013748_pub2_data",2,1,"exp_sd_le0",82,1,"ctrl_sd_le0",82,1,"ci_mismatch",77,0.939,"duplicate_study",41,0.5,"sparse_events",23,0.28
"CD013764_pub2_data",2,1,"exp_sd_le0",28,1,"ctrl_sd_le0",28,1,"ci_mismatch",22,0.786,"sparse_events",8,0.286,"double_zero",4,0.143
"CD013875_pub2_data",2,1,"exp_sd_le0",80,1,"ctrl_sd_le0",80,1,"ci_mismatch",80,1,"sparse_events",14,0.175,"",0,NA
"CD014585_pub2_data",2,1,"exp_sd_le0",93,0.921,"ctrl_sd_le0",93,0.921,"ci_mismatch",91,0.901,"duplicate_study",23,0.228,"sparse_events",11,0.109
"CD014624_pub2_data",2,1,"exp_sd_le0",305,1,"ctrl_sd_le0",305,1,"ci_mismatch",188,0.616,"sparse_events",154,0.505,"duplicate_study",131,0.43
"CD014678_pub2_data",2,1,"exp_sd_le0",223,1,"ctrl_sd_le0",223,1,"ci_mismatch",220,0.987,"duplicate_study",182,0.816,"sparse_events",34,0.152
"CD014855_pub2_data",2,1,"ci_mismatch",58,0.806,"exp_sd_le0",57,0.792,"ctrl_sd_le0",57,0.792,"sparse_events",34,0.472,"double_zero",24,0.333
"CD014941_pub2_data",2,1,"exp_sd_le0",60,1,"ctrl_sd_le0",60,1,"ci_mismatch",60,1,"duplicate_study",18,0.3,"",0,NA
"CD015087_pub2_data",2,1,"sparse_events",34,0.301,"double_zero",14,0.124,"duplicate_study",12,0.106,"all_events",2,0.018,"",0,NA
"CD015160_pub2_data",2,1,"exp_sd_le0",52,1,"ctrl_sd_le0",52,1,"sparse_events",38,0.731,"double_zero",34,0.654,"duplicate_study",18,0.346
"CD015213_pub2_data",2,1,"ci_mismatch",239,0.945,"exp_sd_le0",168,0.664,"ctrl_sd_le0",168,0.664,"sparse_events",155,0.613,"double_zero",95,0.375
"CD015219_pub2_data",2,1,"ci_mismatch",289,1,"exp_sd_le0",285,0.986,"ctrl_sd_le0",285,0.986,"duplicate_study",108,0.374,"sparse_events",96,0.332
"CD015373_pub2_data",2,1,"sparse_events",52,0.295,"duplicate_study",10,0.057,"double_zero",9,0.051,"exp_sd_le0",2,0.011,"ctrl_sd_le0",2,0.011
"CD015387_pub2_data",2,1,"duplicate_study",35,0.232,"sparse_events",26,0.172,"double_zero",9,0.06,"",0,NA,"",0,NA
"CD015476_pub2_data",2,1,"ci_mismatch",185,0.964,"exp_sd_le0",136,0.708,"ctrl_sd_le0",136,0.708,"sparse_events",58,0.302,"double_zero",56,0.292
"CD015514_pub2_data",2,1,"exp_sd_le0",13,0.867,"ctrl_sd_le0",13,0.867,"ci_mismatch",10,0.667,"double_zero",7,0.467,"sparse_events",7,0.467
"CD015530_pub2_data",2,1,"exp_sd_le0",18,1,"ctrl_sd_le0",18,1,"ci_mismatch",18,1,"sparse_events",1,0.056,"",0,NA
"CD015536_pub2_data",2,1,"exp_sd_le0",247,1,"ctrl_sd_le0",247,1,"ci_mismatch",153,0.619,"sparse_events",106,0.429,"double_zero",84,0.34
"CD015584_pub2_data",2,1,"exp_sd_le0",90,0.783,"ctrl_sd_le0",90,0.783,"ci_mismatch",78,0.678,"sparse_events",59,0.513,"double_zero",41,0.357
"CD015673_pub2_data",2,1,"ci_mismatch",77,0.906,"exp_sd_le0",56,0.659,"ctrl_sd_le0",56,0.659,"sparse_events",40,0.471,"double_zero",34,0.4
"CD015711_pub2_data",2,1,"ci_mismatch",12,0.8,"exp_sd_le0",11,0.733,"ctrl_sd_le0",11,0.733,"sparse_events",5,0.333,"double_zero",4,0.267
"CD015721_pub2_data",2,1,"exp_sd_le0",41,1,"ctrl_sd_le0",41,1,"ci_mismatch",40,0.976,"sparse_events",1,0.024,"",0,NA
"CD015855_data",2,1,"ci_mismatch",45,0.634,"sparse_events",44,0.62,"exp_sd_le0",37,0.521,"ctrl_sd_le0",37,0.521,"double_zero",35,0.493
"CD016119_data",2,1,"sparse_events",102,0.675,"double_zero",92,0.609,"ci_mismatch",66,0.437,"exp_sd_le0",62,0.411,"ctrl_sd_le0",62,0.411
"CD016211_data",2,1,"ci_mismatch",33,0.532,"exp_n_le0",25,0.403,"ctrl_n_le0",25,0.403,"exp_sd_le0",24,0.387,"ctrl_sd_le0",24,0.387
"CD016278_data",2,1,"exp_sd_le0",56,0.918,"ctrl_sd_le0",56,0.918,"sparse_events",35,0.574,"ci_mismatch",35,0.574,"double_zero",25,0.41
"CD000028_pub4_data",1,1,"duplicate_study",39,0.239,"sparse_events",10,0.061,"double_zero",2,0.012,"",0,NA,"",0,NA
"CD000143_pub2_data",1,1,"exp_sd_le0",80,1,"ctrl_sd_le0",80,1,"ci_mismatch",80,1,"duplicate_study",52,0.65,"sparse_events",7,0.088
"CD000478_pub5_data",1,1,"exp_sd_le0",42,1,"ctrl_sd_le0",42,1,"ci_mismatch",42,1,"duplicate_study",22,0.524,"sparse_events",17,0.405
"CD001396_pub4_data",1,1,"ci_mismatch",385,0.995,"exp_sd_le0",316,0.817,"ctrl_sd_le0",316,0.817,"duplicate_study",163,0.421,"sparse_events",129,0.333
"CD001909_pub4_data",1,1,"exp_sd_le0",133,1,"ctrl_sd_le0",133,1,"ci_mismatch",125,0.94,"duplicate_study",60,0.451,"sparse_events",38,0.286
"CD002052_pub4_data",1,1,"ci_mismatch",34,0.919,"exp_sd_le0",26,0.703,"ctrl_sd_le0",26,0.703,"sparse_events",20,0.541,"double_zero",13,0.351
"CD003129_pub2_data",1,1,"exp_sd_le0",16,0.842,"ctrl_sd_le0",16,0.842,"ci_mismatch",15,0.789,"sparse_events",13,0.684,"double_zero",5,0.263
