dataset,analysis_id,measure,k,estimate,se,pval,ci_lb,ci_ub,tau2,I2,significant,direction_fragile,direction_fragility_index,sig_fragile,sig_fragility_index,sig_fragility_type,clinical_fragile,clinical_fragility_index,max_effect_change,mean_effect_change,max_change_study_idx,ci_width,ci_width_change,composite_fragility,fragility_quotient,fragility_class,DFI_rate,SFI_rate,CFI_rate,MAFI_core,het_penalty,k_penalty,MAFI,MAFI_class
CD013303_pub2_data,13,OR,6,-0.174505602801045,0.821050115316266,0.831686144352398,-1.78373425832338,1.43472305272129,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0964429259527874,0.0460485364646897,6,3.21845731104468,0.30719462484286,0,0,Robust,0,0,0,0.0144664388929181,0,0.21,0.224466438892918,Low Fragility
CD013303_pub2_data,14,OR,4,-0.19269936593651,1.00802822447449,0.848396595557477,-2.16839838130637,1.78299964943335,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.162603288233158,0.113156380372368,4,3.95139803073971,0.611320596980655,1,0,Low Fragility,0,0,0.5,0.124390493234974,0,0.24,0.364390493234974,Moderate Fragility
CD013303_pub2_data,15,OR,5,0.207487612171319,0.266498380244302,0.436233127038872,-0.314839615045774,0.729814839388412,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.311202411116505,0.0666720014980312,5,1.04465445443419,0.588366564037011,1,0.2,Low Fragility,0.2,0,0,0.126680361667476,0,0.225,0.351680361667476,Moderate Fragility
CD013303_pub2_data,16,OR,3,-0.116126873210692,1.16340842568335,0.920490338591971,-2.39636548686049,2.16411174043911,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.131837878726521,0.0886851702458274,2,4.5604772272996,1.02509234270513,1,0.333333333333333,Low Fragility,0.333333333333333,0,0,0.153109015142311,0,0.255,0.408109015142311,Moderate Fragility
CD013303_pub2_data,23,OR,4,-0.111073244908961,1.00754199139712,0.912217610941278,-2.08581926095908,1.86367277114116,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0898700659840044,0.0451751649067855,4,3.94949203210024,0.611026459155497,0,0,Robust,0,0,0,0.0134805098976007,0,0.24,0.253480509897601,Low Fragility
CD013331_pub2_data,1,OR,18,0.0313087386836769,0.481082618456233,0.94811049985607,-0.911595867078764,0.974213344446118,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.018757205368644,0.00378835895614795,2,1.88580921152488,0.0546731436211256,0,0,Robust,0,0,0,0.0028135808052966,0,0.03,0.0328135808052966,Robust
CD013331_pub2_data,2,OR,6,0.622974733913098,0.782396628093919,0.425893114661036,-0.910494478776563,2.15644394660276,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.622974733913098,0.192942762109198,1,3.06693842537932,0.296767358949639,1,0,Low Fragility,0,0,0.166666666666667,0.126779543420298,0,0.21,0.336779543420298,Moderate Fragility
CD013331_pub2_data,3,OR,7,-0.0173783730636338,0.768247700587547,0.981952756766413,-1.52311619742094,1.48835945129367,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0173783730636338,0.00496412885449745,7,3.01147564871461,0.241291288713987,0,0,Robust,0,0,0,0.00260675595954507,0,0.195,0.197606755959545,Low Fragility
CD013331_pub2_data,4,OR,5,0.173923818854725,1.15356803027121,0.880156901306095,-2.08702797419367,2.43487561190312,5.04792054127745,81.1635904078634,FALSE,TRUE,1,FALSE,0,gain,TRUE,4,0.97094483205213,0.460656847134155,5,4.52190358609678,1.15534554636618,2,0.2,Moderate Fragility,0.2,0,0.8,0.38564172480782,0.162327180815727,0.225,0.772968905623546,High Fragility
CD013332_pub2_data,1,OR,35,-0.519296059932857,0.109827715534798,2.2643111841091e-06,-0.734554426885371,-0.304037692980342,0.0857938398783649,25.6484736775996,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.100678808993636,0.0177204983840551,28,0.430516733905029,0.0101546082251093,0,0,Robust,0,0,0,0.0151018213490454,0.0512969473551992,0,0.0663987687042446,Robust
CD013332_pub2_data,2,OR,22,-0.250201753454489,0.126183730182563,0.0473856534006688,-0.497517320047233,-0.00288618686174522,0,0,TRUE,FALSE,0,TRUE,11,loss,TRUE,3,0.0846614498389423,0.019536756316059,14,0.494631133185487,0.0136763574005694,2,0.5,Moderate Fragility,0,0.5,0.136363636363636,0.214971944748569,0,0,0.214971944748569,Low Fragility
CD013332_pub2_data,3,OR,6,0.0178886188555926,0.818314185010459,0.982559368571499,-1.58597771180315,1.62175494951434,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0158088044277192,0.00638394217888488,1,3.20773266131749,0.306162686685242,0,0,Robust,0,0,0,0.00237132066415788,0,0.21,0.212371320664158,Low Fragility
CD013332_pub2_data,4,OR,4,0.818934746564729,0.701805921487433,0.243252242564525,-0.556579583687584,2.19444907681704,1.21745951358795,68.0243927513192,FALSE,TRUE,1,TRUE,1,gain,TRUE,1,0.900947705759614,0.476294314445701,3,2.75102866050463,0.685328266720501,3,0.25,High Fragility,0.25,0.25,0.25,0.347642155863942,0.136048785502638,0.24,0.723690941366581,High Fragility
CD013342_pub2_data,1,OR,60,-0.258701834813899,0.261704586744835,0.32289502047301,-0.771633399422714,0.254229729794916,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0252996606598365,0.00685328014537645,26,1.02586312921763,0.00865725062826698,0,0,Robust,0,0,0,0.00379494909897548,0,0,0.00379494909897548,Robust
CD013342_pub2_data,2,OR,44,-0.384277270533015,0.303123957437885,0.20489682004187,-0.978389309962521,0.209834768896491,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0721594882254039,0.011844210641995,35,1.18822407885901,0.0137401166081165,0,0,Robust,0,0,0,0.0108239232338106,0,0,0.0108239232338106,Robust
CD013342_pub2_data,3,OR,31,0.0733907506267489,0.295971599282083,0.804161087170425,-0.506702924412854,0.653484425666352,0,0,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.170165510857092,0.0195312609540691,28,1.16018735007921,0.0203324972279238,1,0.0645161290322581,Low Fragility,0.0645161290322581,0,0,0.051331278241467,0,0,0.051331278241467,Robust
CD013342_pub2_data,4,OR,14,0.170054496520994,0.364452435032801,0.640784142516845,-0.54425915022122,0.884368143263207,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,3,0.297542643678155,0.0589911100066225,10,1.42862729348443,0.0567267507031891,2,0.0714285714285714,Moderate Fragility,0.0714285714285714,0,0.214285714285714,0.116059967980295,0,0.09,0.206059967980295,Low Fragility
CD013342_pub2_data,5,OR,18,0.183663595128908,0.33217054805853,0.580318489175778,-0.467378715790742,0.834705906048557,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,4,0.166303925533977,0.0438882978740803,17,1.3020846218393,0.0393914566953247,1,0,Low Fragility,0,0,0.222222222222222,0.069390033274541,0,0.03,0.099390033274541,Robust
CD013342_pub2_data,6,OR,16,0.608313630617341,0.207870139169113,0.00342896706589325,0.200895644384552,1.01573161685013,0,0,TRUE,FALSE,0,TRUE,1,loss,FALSE,0,0.127198039402851,0.0273563298537378,3,0.814835972465579,0.038798436051522,1,0.0625,Low Fragility,0,0.0625,0,0.0409547059104276,0,0.06,0.100954705910428,Robust
CD013342_pub2_data,8,OR,8,-0.147410132932788,0.513329823963224,0.77398632115661,-1.15351810009099,0.858697834225417,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,2,0.347290350832303,0.0960153542165366,8,2.01221593431641,0.169340911299566,2,0.125,Moderate Fragility,0.125,0,0.25,0.152093552624845,0,0.18,0.332093552624845,Moderate Fragility
CD013342_pub2_data,9,OR,8,-0.335693589913582,0.558817129846315,0.548025346959651,-1.4309550383564,0.759567858529237,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.236858012583087,0.0733844073325459,4,2.19052289688564,0.159161338357107,1,0,Low Fragility,0,0,0.125,0.0605287018874631,0,0.18,0.240528701887463,Low Fragility
CD013342_pub2_data,10,OR,8,1.19354332791282,0.459689337269872,0.00942027845130353,0.292568782786788,2.09451787303886,0.719772124367331,54.1281937199864,TRUE,,,,,loss,,,,,1,1.80194909025207,,,,"",,,0,,0.108256387439973,0.18,,
CD013342_pub2_data,12,OR,7,-0.143789244694587,0.768205514088482,0.851523040157983,-1.64944438503309,1.36186589564392,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.184662943912752,0.0529484301101931,4,3.011310280677,0.241289221063941,1,0.142857142857143,Low Fragility,0.142857142857143,0,0,0.08484229872977,0,0.195,0.27984229872977,Low Fragility
CD013342_pub2_data,7,OR,9,0.497234858667924,0.339110796822676,0.142569227634441,-0.167410089873201,1.16187980720905,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.179693482548559,0.0799426790460311,3,1.32928989708225,0.085365076726435,0,0,Robust,0,0,0,0.0269540223822838,0,0.165,0.191954022382284,Low Fragility
CD013344_pub2_data,1,OR,14,-0.665375319930003,0.411404147204351,0.105807564776559,-1.47171263154095,0.140961991680939,1.05221705782031,55.4206585804166,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.411179015993772,0.096783138119951,1,1.61267462322188,0.180744582440907,1,0.0714285714285714,Low Fragility,0,0.0714285714285714,0,0.0866768523990658,0.110841317160833,0.09,0.287518169559899,Low Fragility
CD013344_pub2_data,2,OR,13,-0.737198389470139,0.416288534937212,0.0765801199705585,-1.55310892512402,0.0787121461837411,1.58094073686579,81.3613095600925,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.368976931315367,0.103679940868365,1,1.63182107130776,0.112243785072923,1,0.0769230769230769,Low Fragility,0,0.0769230769230769,0,0.082269616620382,0.162722619120185,0.105,0.349992235740567,Moderate Fragility
CD013344_pub2_data,3,OR,11,-0.187286817791055,0.252945806716552,0.459043547639849,-0.683051488995927,0.308477853413816,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.146560462546591,0.0512236961095661,7,0.991529342409743,0.0518294987634652,1,0,Low Fragility,0,0,0.181818181818182,0.058347705745625,0,0.135,0.193347705745625,Low Fragility
CD013344_pub2_data,4,OR,10,-0.346388536847896,0.30435694138486,0.25507886277185,-0.94291718040699,0.250140106711198,0.448193263733551,57.7716897536981,FALSE,FALSE,0,TRUE,1,gain,TRUE,2,0.226310009136491,0.0839181986484169,3,1.19305728711819,0.0801191048504007,2,0.1,Moderate Fragility,0,0.1,0.2,0.108946501370474,0.115543379507396,0.15,0.37448988087787,Moderate Fragility
CD013344_pub2_data,5,OR,9,-0.703932468420091,0.251200701680713,0.00507442108855161,-1.19627679660548,-0.211588140234704,0,0,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.21465605920653,0.0683540873170445,3,0.984688656370774,0.0698894713703179,0,0,Robust,0,0,0,0.0321984088809795,0,0.165,0.19719840888098,Low Fragility
CD013344_pub2_data,6,OR,6,-0.0755660688803466,0.303418919115694,0.803323157884073,-0.670256222575178,0.519124084814485,0,0,FALSE,TRUE,2,FALSE,0,gain,TRUE,1,0.401899234467253,0.129836949635841,1,1.18938030738966,0.29053177387659,2,0.333333333333333,Moderate Fragility,0.333333333333333,0,0.166666666666667,0.226951551836755,0,0.21,0.436951551836755,Moderate Fragility
CD013344_pub2_data,7,OR,4,-0.300764700108259,0.404903890545599,0.457599649650566,-1.09436174277778,0.492832342561263,0.00529894267479162,0.731766809491981,FALSE,TRUE,1,FALSE,0,gain,TRUE,2,0.347385456749922,0.222058334559312,4,1.58719408533904,0.465808652419623,2,0.25,Moderate Fragility,0.25,0,0.5,0.252107818512488,0.00146353361898396,0.24,0.493571352131472,Moderate Fragility
CD013344_pub2_data,8,OR,4,0.566124720870086,0.353422867654843,0.109192350474605,-0.126571371046272,1.25882081278644,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0598530104472343,0.0350687720116766,3,1.38539218383272,0.242952680530061,0,0,Robust,0,0,0,0.00897795156708515,0,0.24,0.248977951567085,Low Fragility
CD013344_pub2_data,9,OR,3,-0.208371331084286,0.480330838292068,0.664427915918107,-1.14980247480067,0.733059812632099,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.833855382328336,0.330273085711376,2,1.88286228743277,1.09184954550161,1,0,Low Fragility,0,0,0.333333333333333,0.191744974015917,0,0.255,0.446744974015917,Moderate Fragility
CD013344_pub2_data,10,OR,6,-0.319701028913688,0.394692044961983,0.41793948771235,-1.09328322202364,0.453881164196262,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.379307731782852,0.120660279437998,4,1.5471643862199,0.224079603891955,2,0.166666666666667,Moderate Fragility,0.166666666666667,0,0.166666666666667,0.156896159767428,0,0.21,0.366896159767428,Moderate Fragility
CD013344_pub2_data,11,OR,7,0.282384590589475,0.314435195276887,0.369148613524005,-0.333897067625042,0.898666248803992,0.0463351949803324,5.77060778325289,FALSE,FALSE,0,FALSE,0,gain,TRUE,3,0.401887722812876,0.135802673338088,1,1.23256331642903,0.168206030038458,1,0,Low Fragility,0,0,0.428571428571429,0.145997444136217,0.0115412155665058,0.195,0.352538659702723,Moderate Fragility
CD013344_pub2_data,12,OR,3,-0.297353666923231,0.906427831041161,0.742873843859575,-2.07391957034866,1.4792122365022,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.270738634650231,0.169655427897316,3,3.55313180685087,0.827506878439192,1,0,Low Fragility,0,0,0.333333333333333,0.107277461864201,0,0.255,0.362277461864201,Moderate Fragility
CD013344_pub2_data,14,OR,4,-0.2893208750215,0.244434349262144,0.236557864467376,-0.768403396159786,0.189761646116787,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.247411518273323,0.120305259306878,1,0.958165042276573,0.197331842817923,1,0,Low Fragility,0,0,0.25,0.0871117277409985,0,0.24,0.327111727740998,Moderate Fragility
CD013353_pub2_data,1,OR,12,0,0.583777099307462,1,-1.14418208964189,1.14418208964189,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0,0,1,2.28836417928378,0.101754451793294,0,0,Robust,0,0,0,0,0,0.12,0.12,Robust
CD013353_pub2_data,2,OR,4,0,1.01212165469495,1,-1.98372199117518,1.98372199117518,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0,0,1,3.96744398235037,0.613765720059123,0,0,Robust,0,0,0,0,0,0.24,0.24,Low Fragility
CD013353_pub2_data,3,OR,7,0,0.765092055676006,1,-1.49955287398269,1.49955287398269,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0,0,1,2.99910574796537,0.240298698645983,0,0,Robust,0,0,0,0,0,0.195,0.195,Low Fragility
CD013353_pub2_data,4,OR,4,0,1.01212165469495,1,-1.98372199117518,1.98372199117518,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0,0,1,3.96744398235037,0.613765720059123,0,0,Robust,0,0,0,0,0,0.24,0.24,Low Fragility
CD013355_pub2_data,1,OR,4,-0.0508541841791486,1.00764128785081,0.959749019253055,-2.02579481770229,1.92408644934399,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0350162573218316,0.0260503700355921,4,3.94988126704629,0.611076777984895,0,0,Robust,0,0,0,0.00525243859827474,0,0.24,0.245252438598275,Low Fragility
CD013355_pub2_data,4,OR,3,-0.228315387591135,0.25595226079981,0.372380428528431,-0.729972600520366,0.273341825338097,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.219069946395127,0.0804043303964925,2,1.00331442585846,0.766860074895538,1,0,Low Fragility,0,0,0.333333333333333,0.0995271586259357,0,0.255,0.354527158625936,Moderate Fragility
CD013355_pub2_data,6,OR,4,-0.191868823116767,0.477332274533836,0.687712937131059,-1.12742288986167,0.743685243628137,0.349266221617456,36.9769070559535,FALSE,TRUE,2,FALSE,0,gain,TRUE,2,0.622210089174652,0.34051638209785,2,1.87110813348981,0.347825377388643,2,0.5,Moderate Fragility,0.5,0,0.5,0.393331513376198,0.073953814111907,0.24,0.707285327488105,High Fragility
CD013355_pub2_data,7,OR,4,-0.134242001513471,0.359677192514741,0.708977925966309,-0.839196344902842,0.5707123418759,0.16527529330657,27.1557584001815,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.575245946063323,0.209535514507579,2,1.40990868677874,0.334006183681337,2,0.25,Moderate Fragility,0.25,0,0.25,0.236286891909498,0.054311516800363,0.24,0.530598408709861,High Fragility
CD013358_pub2_data,1,OR,28,-0.0782150042816708,0.230489069841033,0.73435085672444,-0.529965280000233,0.373535271436891,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0427728912057152,0.00438399815698193,8,0.903500551437124,0.0216341754694673,0,0,Robust,0,0,0,0.00641593368085728,0,0,0.00641593368085728,Robust
CD013358_pub2_data,2,OR,44,-0.021613260723359,0.304832206994108,0.943475627380077,-0.619073407759669,0.57584688631295,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0178175121983035,0.00512875589160323,34,1.19492029407262,0.0138146142426238,0,0,Robust,0,0,0,0.00267262682974553,0,0,0.00267262682974553,Robust
CD013358_pub2_data,3,OR,40,-0.0799732838289841,0.319793129740162,0.802526889877961,-0.706756300623046,0.546809732965078,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0187971206440002,0.00585698177882005,21,1.25356603358812,0.0159697005150344,0,0,Robust,0,0,0,0.00281956809660003,0,0,0.00281956809660003,Robust
CD013358_pub2_data,4,OR,44,-0.106533078982811,0.304852918624324,0.72674601936979,-0.704033820068407,0.490967662102784,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0159269026221298,0.00455377351318416,39,1.19500148217119,0.0138155568844894,0,0,Robust,0,0,0,0.00238903539331947,0,0,0.00238903539331947,Robust
CD013358_pub2_data,5,OR,40,-0.0972863612665967,0.319630260687375,0.760844831925645,-0.723750160583001,0.529177438049808,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.017774344205865,0.00549983550919024,37,1.25292759863281,0.0159615730907768,0,0,Robust,0,0,0,0.00266615163087975,0,0,0.00266615163087975,Robust
CD013358_pub2_data,6,OR,15,-0.109783052646468,0.521923934192754,0.83339996694959,-1.13273516633372,0.913169061040782,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0485618903939398,0.0173003189213343,10,2.0459042273745,0.0718087407756996,0,0,Robust,0,0,0,0.00728428355909097,0,0.075,0.082284283559091,Robust
CD013358_pub2_data,7,OR,6,0.0401395843298931,0.82346405460053,0.961122679166393,-1.57382030525047,1.65409947391026,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.084810856214617,0.0282882611856363,1,3.22791977916073,0.30809117542441,1,0.166666666666667,Low Fragility,0.166666666666667,0,0,0.0793882950988593,0,0.21,0.289388295098859,Low Fragility
CD013358_pub2_data,8,OR,7,0.344603612763451,0.734639359192871,0.639013444501546,-1.09526307288016,1.78447029840706,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.386012668922055,0.111033286903902,4,2.87973337128722,0.231795660912261,2,0.142857142857143,Moderate Fragility,0.142857142857143,0,0.142857142857143,0.143616186052594,0,0.195,0.338616186052594,Moderate Fragility
CD013358_pub2_data,9,OR,7,-0.135448391533143,0.761949324399125,0.858907051126115,-1.62884162540005,1.35794484233377,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0893843173115314,0.0291076587610757,3,2.98678646773382,0.239313268733416,0,0,Robust,0,0,0,0.0134076475967297,0,0.195,0.20840764759673,Low Fragility
CD013358_pub2_data,10,OR,5,-0.189107122789441,0.90131743759389,0.833814486049842,-1.95565683911139,1.57744259353251,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.12062935862562,0.0497471404883162,3,3.5330994326439,0.417031382358604,1,0,Low Fragility,0,0,0.4,0.098094403793843,0,0.225,0.323094403793843,Moderate Fragility
CD013358_pub2_data,11,OR,5,-0.21825421346199,0.900711755533287,0.808537601910814,-1.98361681475908,1.5471083878351,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.113231186269945,0.0571345536078449,4,3.53072520259417,0.416749413540441,1,0,Low Fragility,0,0,0.4,0.0969846779404918,0,0.225,0.321984677940492,Moderate Fragility
CD013358_pub2_data,12,OR,10,-0.122845643547334,0.636812560593599,0.847031750012256,-1.37097532721352,1.12528404011885,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0608597544705183,0.0211523270430863,6,2.49625936733237,0.135029519260774,0,0,Robust,0,0,0,0.00912896317057774,0,0.15,0.159128963170578,Low Fragility
CD013358_pub2_data,13,OR,16,-0.0599862913669822,0.504913185932367,0.905429721296166,-1.0495979511138,0.929625368379833,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.037428783307619,0.0101299812620708,5,1.97922331949363,0.0649100261584317,0,0,Robust,0,0,0,0.00561431749614285,0,0.06,0.0656143174961428,Robust
CD013358_pub2_data,14,OR,19,-0.0689271886994127,0.463333029400313,0.881740004933374,-0.977043239171863,0.839188861773038,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0336151957927514,0.00787365979926692,14,1.8162321009449,0.0497692917291764,0,0,Robust,0,0,0,0.00504227936891271,0,0.015,0.0200422793689127,Robust
CD013358_pub2_data,15,OR,10,0.466806257009282,0.382660122477743,0.22250360462395,-0.28319380136678,1.21680631538534,0.753981492443757,69.5990881876208,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.50414738941401,0.117363420701091,2,1.50000011675212,0.187036506044704,2,0.1,Moderate Fragility,0.1,0,0.1,0.135622108412102,0.139198176375242,0.15,0.424820284787343,Moderate Fragility
CD013358_pub2_data,16,OR,10,-0.237419078656409,0.642380226437428,0.711685948961794,-1.49646118685445,1.02162302954163,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,3,0.0625610917614621,0.0287336441633554,9,2.51808421639609,0.136212793493075,1,0,Low Fragility,0,0,0.3,0.0693841637642193,0,0.15,0.219384163764219,Low Fragility
CD013358_pub2_data,17,OR,6,0.322836249408238,0.262382940947434,0.218546955562724,-0.191424865006432,0.837097363822907,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.232078129550366,0.071409722050444,5,1.02852222882934,0.132384687561847,1,0,Low Fragility,0,0,0.166666666666667,0.0681450527658882,0,0.21,0.278145052765888,Low Fragility
CD013358_pub2_data,18,OR,15,-0.0724994125082617,0.526248868306645,0.890425039384839,-1.10392824129425,0.958929416277725,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0438119686133816,0.0111710581837444,11,2.06285765757197,0.0724066496386451,0,0,Robust,0,0,0,0.00657179529200724,0,0.075,0.0815717952920072,Robust
CD013358_pub2_data,19,OR,6,-0.146746548178904,0.826094832799447,0.859006600367416,-1.76586266828046,1.47236957192265,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0509529121599503,0.0292900733238711,6,3.23823224020311,0.309082779981447,0,0,Robust,0,0,0,0.00764293682399255,0,0.21,0.217642936823993,Low Fragility
CD013366_pub2_data,1,OR,13,-0.589822656971029,0.266197667959654,0.0267098707809104,-1.1115604989405,-0.0680848150015563,0,0,TRUE,FALSE,0,TRUE,4,loss,FALSE,0,0.11578212128379,0.0435456609911243,7,1.04347568393895,0.0440849606066138,1,0.307692307692308,Low Fragility,0,0.307692307692308,0,0.125059625884876,0,0.105,0.230059625884876,Low Fragility
CD013366_pub2_data,2,OR,22,-0.164390104397035,0.111804543322755,0.14147111597398,-0.383522982617584,0.054742773823513,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.0663292147493,0.0128606337060952,10,0.438265756441097,0.0107199327071836,1,0,Low Fragility,0,0,0.0454545454545455,0.0190402913033041,0,0,0.0190402913033041,Robust
CD013366_pub2_data,3,OR,14,-0.282770081477924,0.195990652911847,0.149084342273487,-0.666904702491634,0.101364539535786,0.11864119342842,26.6421660875701,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.201899151210354,0.0405220370123752,4,0.76826924202742,0.0336952254689517,1,0,Low Fragility,0,0,0.0714285714285714,0.0445705869672674,0.0532843321751402,0.09,0.187854919142408,Low Fragility
CD013366_pub2_data,4,OR,14,-0.563327910129308,0.223696977123603,0.0117935088772847,-1.00176592874205,-0.124889891516566,0.206500283931537,45.9715539220576,TRUE,FALSE,0,TRUE,3,loss,FALSE,0,0.292839838693665,0.0656676107625621,13,0.876876037225485,0.0717070328175933,1,0.214285714285714,Low Fragility,0,0.214285714285714,0,0.11892597580405,0.0919431078441152,0.09,0.300869083648165,Moderate Fragility
CD013366_pub2_data,5,OR,16,-0.488718495286161,0.208660899598294,0.0191721779526211,-0.897686343480545,-0.079750647091777,0.142302499296864,27.3423533296766,TRUE,FALSE,0,TRUE,2,loss,FALSE,0,0.22209991084574,0.0469827935265908,16,0.817935696388768,0.0319478742702052,1,0.125,Low Fragility,0,0.125,0,0.077064986626861,0.0546847066593532,0.06,0.191749693286214,Low Fragility
CD013366_pub2_data,6,OR,16,-0.422693898784652,0.198366668832753,0.0330997225745647,-0.811485425430031,-0.0339023721392726,0.103896105339008,19.147641893385,TRUE,FALSE,0,TRUE,7,loss,FALSE,0,0.124023238168889,0.0543060530371782,15,0.777583053290759,0.0352882588370243,1,0.4375,Low Fragility,0,0.4375,0,0.171728485725333,0.03829528378677,0.06,0.270023769512103,Low Fragility
CD013366_pub2_data,7,OR,13,-0.275227920849717,0.210048091247012,0.190091297555523,-0.686914614715244,0.13645877301581,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.129261681149031,0.0378246552028168,11,0.823373387731055,0.0361075067607177,1,0,Low Fragility,0,0,0.0769230769230769,0.03477386755697,0,0.105,0.13977386755697,Robust
CD013366_pub2_data,8,OR,6,-0.253034094076015,0.339452800762136,0.456019303803036,-0.918349358021052,0.412281169869021,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.447828501267552,0.10053198798396,2,1.33063052789007,0.285718323434262,1,0,Low Fragility,0,0,0.333333333333333,0.133840941856799,0,0.21,0.343840941856799,Moderate Fragility
CD013366_pub2_data,9,OR,5,-0.308812766030998,0.182484307616352,0.0905944562573432,-0.666475436702775,0.0488499046407792,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.0859410849590544,0.0390194951888751,4,0.715325341343554,0.17205783788961,1,0,Low Fragility,0,0,0.2,0.0528911627438582,0,0.225,0.277891162743858,Low Fragility
CD013366_pub2_data,10,OR,6,-0.36183288731794,0.235110250925757,0.123806153744777,-0.822640511528599,0.0989747368927184,0.0202403686681154,5.81175503299132,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.141784201917097,0.0935182592593781,4,0.921615248421317,0.0859618615730623,0,0,Robust,0,0,0,0.0212676302875646,0.0116235100659826,0.21,0.242891140353547,Low Fragility
CD013366_pub2_data,12,OR,4,0.0837588341320021,0.659834867388037,0.898988611712741,-1.20949374169231,1.37701140995632,0,0,FALSE,TRUE,2,FALSE,0,gain,TRUE,3,0.47373576489274,0.288992205620047,3,2.58650515164863,0.643852009648249,2,0.5,Moderate Fragility,0.5,0,0.75,0.421060364733911,0,0.24,0.661060364733911,High Fragility
CD013366_pub2_data,13,OR,6,-0.221427951297909,0.579589151757566,0.702429504538209,-1.35740181457286,0.91454591197704,0,0,FALSE,TRUE,2,FALSE,0,gain,TRUE,4,0.42514291180957,0.230589858768638,5,2.2719477265499,0.288584613044943,2,0.333333333333333,Moderate Fragility,0.333333333333333,0,0.666666666666667,0.330438103438102,0,0.21,0.540438103438102,High Fragility
