scenario,iter,method,est,se,ci_lb,ci_ub,true
S4_HighHet,173,HKSJ,0.411494896541155,0.12545742993171,0.127690472794883,0.695299320287427,0.3
S4_HighHet,173,MWM_v2,0.4065,0.1241,0.1202,0.6927,0.3
S4_HighHet,173,SIT_v2,0.4139,0.1258,0.1239,0.704,0.3
S4_HighHet,173,ARP_v2,0.4115,0.1235,0.1266,0.6964,0.3
S4_HighHet,174,REML,0.560030459134953,0.132032910433395,0.301250709911496,0.818810208358409,0.3
S4_HighHet,174,HKSJ,0.560030459134953,0.13264543509807,0.25996563801537,0.860095280254536,0.3
S4_HighHet,174,MWM_v2,0.5622,0.1325,0.2566,0.8678,0.3
S4_HighHet,174,SIT_v2,0.5143,0.1349,0.2032,0.8254,0.3
S4_HighHet,174,ARP_v2,0.56,0.1315,0.2568,0.8633,0.3
S4_HighHet,175,REML,0.394862164229451,0.137123592641229,0.1261048612219,0.663619467237002,0.3
S4_HighHet,175,HKSJ,0.394862164229451,0.133612489050209,0.0926097150852248,0.697114613373678,0.3
S4_HighHet,175,MWM_v2,0.3841,0.1376,0.0668,0.7014,0.3
S4_HighHet,175,SIT_v2,0.3023,0.1412,-0.0234,0.628,0.3
S4_HighHet,175,ARP_v2,0.3949,0.1387,0.0751,0.7148,0.3
S4_HighHet,176,REML,0.425088184851209,0.136349567769705,0.157847942714984,0.692328426987435,0.3
S4_HighHet,176,HKSJ,0.425088184851209,0.135344742707348,0.118917105688702,0.731259264013716,0.3
S4_HighHet,176,MWM_v2,0.4071,0.1368,0.0915,0.7226,0.3
S4_HighHet,176,SIT_v2,0.3945,0.1364,0.0799,0.7091,0.3
S4_HighHet,176,ARP_v2,0.4251,0.1358,0.1121,0.7382,0.3
S4_HighHet,177,REML,0.295733880449578,0.153808857936797,-0.00572594160978229,0.597193702508938,0.3
S4_HighHet,177,HKSJ,0.295733880449578,0.154873835139655,-0.0546150750416198,0.646082835940776,0.3
S4_HighHet,177,MWM_v2,0.2883,0.1544,-0.0677,0.6443,0.3
S4_HighHet,177,SIT_v2,0.2417,0.1568,-0.1199,0.6034,0.3
S4_HighHet,177,ARP_v2,0.2961,0.1525,-0.0555,0.6477,0.3
S4_HighHet,178,REML,0.410229196546984,0.121034860529014,0.173005229036288,0.64745316405768,0.3
S4_HighHet,178,HKSJ,0.410229196546984,0.121634971332235,0.135071774901015,0.685386618192954,0.3
S4_HighHet,178,MWM_v2,0.415,0.1214,0.1352,0.6948,0.3
S4_HighHet,178,SIT_v2,0.4068,0.1217,0.1261,0.6875,0.3
S4_HighHet,178,ARP_v2,0.4102,0.121,0.1313,0.6892,0.3
S4_HighHet,179,REML,0.120652621088758,0.132899100545882,-0.139824829558938,0.381130071736454,0.3
S4_HighHet,179,HKSJ,0.120652621088758,0.13422014603349,-0.182974443652723,0.424279685830239,0.3
S4_HighHet,179,MWM_v2,0.1354,0.1332,-0.1718,0.4426,0.3
S4_HighHet,179,SIT_v2,0.1353,0.1347,-0.1753,0.4459,0.3
S4_HighHet,179,ARP_v2,0.1205,0.1323,-0.1847,0.4256,0.3
S4_HighHet,180,REML,0.282649770969117,0.140644670536744,0.00699128209959654,0.558308259838637,0.3
S4_HighHet,180,HKSJ,0.282649770969117,0.140837220602556,-0.0359461564055454,0.601245698343779,0.3
S4_HighHet,180,MWM_v2,0.2956,0.141,-0.0297,0.6208,0.3
S4_HighHet,180,SIT_v2,0.2852,0.1411,-0.0402,0.6105,0.3
S4_HighHet,180,ARP_v2,0.2827,0.1414,-0.0434,0.6088,0.3
S4_HighHet,181,REML,0.401119370480996,0.161318210685918,0.0849414874861521,0.71729725347584,0.3
S4_HighHet,181,HKSJ,0.401119370480996,0.160549324723399,0.0379315655755431,0.764307175386449,0.3
S4_HighHet,181,MWM_v2,0.4066,0.1618,0.0334,0.7798,0.3
S4_HighHet,181,SIT_v2,0.4892,0.1675,0.1029,0.8754,0.3
S4_HighHet,181,ARP_v2,0.4013,0.1634,0.0244,0.7782,0.3
S4_HighHet,182,REML,0.453011549479067,0.181325898164708,0.0976193196118615,0.808403779346273,0.3
S4_HighHet,182,HKSJ,0.453011549479067,0.17938651408152,0.047211061740156,0.858812037217978,0.3
S4_HighHet,182,MWM_v2,0.45,0.1821,0.0302,0.8698,0.3
S4_HighHet,182,SIT_v2,0.3402,0.1888,-0.0951,0.7754,0.3
S4_HighHet,182,ARP_v2,0.4529,0.1858,0.0244,0.8813,0.3
S4_HighHet,183,REML,0.464844060355279,0.204735427434207,0.0635699962248192,0.866118124485739,0.3
S4_HighHet,183,HKSJ,0.464844060355279,0.203472524241606,0.00455723220949811,0.925130888501061,0.3
S4_HighHet,183,MWM_v2,0.4449,0.2053,-0.0285,0.9183,0.3
S4_HighHet,183,SIT_v2,0.3163,0.2139,-0.1768,0.8095,0.3
S4_HighHet,183,ARP_v2,0.4649,0.2055,-0.009,0.9388,0.3
S4_HighHet,184,REML,0.472878501615466,0.114315269212215,0.248824691076525,0.696932312154407,0.3
S4_HighHet,184,HKSJ,0.472878501615466,0.114247195493707,0.214433389999769,0.731323613231163,0.3
S4_HighHet,184,MWM_v2,0.474,0.1148,0.2094,0.7387,0.3
S4_HighHet,184,SIT_v2,0.4206,0.1209,0.1418,0.6994,0.3
S4_HighHet,184,ARP_v2,0.4729,0.1141,0.2099,0.7359,0.3
S4_HighHet,185,REML,0.372553255336449,0.181891442895312,0.0160525781656145,0.729053932507284,0.3
S4_HighHet,185,HKSJ,0.372553255336449,0.183470266229706,-0.0424853215755746,0.787591832248473,0.3
S4_HighHet,185,MWM_v2,0.3488,0.1824,-0.0717,0.7693,0.3
S4_HighHet,185,SIT_v2,0.2692,0.1923,-0.1743,0.7127,0.3
S4_HighHet,185,ARP_v2,0.372,0.1774,-0.0371,0.7811,0.3
S4_HighHet,186,REML,0.163524192464697,0.205325264354658,-0.238905930786599,0.565954315715993,0.3
S4_HighHet,186,HKSJ,0.163524192464697,0.206323809430721,-0.303212690894819,0.630261075824213,0.3
S4_HighHet,186,MWM_v2,0.1475,0.2059,-0.3272,0.6223,0.3
S4_HighHet,186,SIT_v2,0.0278,0.2162,-0.4708,0.5265,0.3
S4_HighHet,186,ARP_v2,0.1635,0.2024,-0.3033,0.6302,0.3
S4_HighHet,187,REML,0.29846786309578,0.113169405876003,0.0766599034270176,0.520275822764542,0.3
S4_HighHet,187,HKSJ,0.29846786309578,0.112000052653235,0.0451061417524872,0.551829584439073,0.3
S4_HighHet,187,MWM_v2,0.3014,0.1136,0.0393,0.5634,0.3
S4_HighHet,187,SIT_v2,0.3225,0.1152,0.0569,0.5882,0.3
S4_HighHet,187,ARP_v2,0.2985,0.1128,0.0384,0.5586,0.3
S4_HighHet,188,REML,-0.0149165371946135,0.176959305422903,-0.361750402552728,0.331917328163501,0.3
S4_HighHet,188,HKSJ,-0.0149165371946135,0.176727892677891,-0.414702805482136,0.384869731092909,0.3
S4_HighHet,188,MWM_v2,-0.0212,0.1774,-0.4303,0.3879,0.3
S4_HighHet,188,SIT_v2,-0.0106,0.1768,-0.4184,0.3971,0.3
S4_HighHet,188,ARP_v2,-0.0149,0.1778,-0.4248,0.3951,0.3
S4_HighHet,189,REML,0.47113660424963,0.137870042904578,0.200916285609666,0.741356922889595,0.3
S4_HighHet,189,HKSJ,0.47113660424963,0.137922805076519,0.159133542832563,0.783139665666698,0.3
S4_HighHet,189,MWM_v2,0.4635,0.1384,0.1444,0.7826,0.3
S4_HighHet,189,SIT_v2,0.3772,0.1458,0.0409,0.7134,0.3
S4_HighHet,189,ARP_v2,0.471,0.1388,0.1509,0.7911,0.3
S4_HighHet,190,REML,0.185606363195572,0.11197183596742,-0.0338544025833985,0.405067128974542,0.3
S4_HighHet,190,HKSJ,0.185606363195572,0.112010723979453,-0.06777949836476,0.438992224755903,0.3
S4_HighHet,190,MWM_v2,0.187,0.1124,-0.0723,0.4464,0.3
S4_HighHet,190,SIT_v2,0.1901,0.1121,-0.0683,0.4485,0.3
S4_HighHet,190,ARP_v2,0.1856,0.1119,-0.0725,0.4437,0.3
S4_HighHet,191,REML,0.334763044590612,0.0977129453769082,0.143249190828542,0.526276898352682,0.3
S4_HighHet,191,HKSJ,0.334763044590612,0.0972034266691202,0.114873616702532,0.554652472478692,0.3
S4_HighHet,191,MWM_v2,0.3342,0.0981,0.108,0.5604,0.3
S4_HighHet,191,SIT_v2,0.3727,0.0996,0.1431,0.6023,0.3
S4_HighHet,191,ARP_v2,0.3348,0.098,0.1088,0.5609,0.3
S4_HighHet,192,REML,0.287825075031794,0.11153955482117,0.0692115647306696,0.506438585332918,0.3
S4_HighHet,192,HKSJ,0.287825075031794,0.112872401563475,0.0324899633527441,0.543160186710844,0.3
S4_HighHet,192,MWM_v2,0.281,0.1119,0.0231,0.539,0.3
S4_HighHet,192,SIT_v2,0.2352,0.118,-0.037,0.5073,0.3
S4_HighHet,192,ARP_v2,0.2875,0.1102,0.0334,0.5415,0.3
S4_HighHet,193,REML,0.472230962296036,0.124001031647726,0.229193406220681,0.715268518371391,0.3
S4_HighHet,193,HKSJ,0.472230962296036,0.124201381229258,0.19126791811884,0.753194006473232,0.3
S4_HighHet,193,MWM_v2,0.4857,0.1243,0.1991,0.7722,0.3
S4_HighHet,193,SIT_v2,0.5372,0.1298,0.2379,0.8365,0.3
S4_HighHet,193,ARP_v2,0.4723,0.1245,0.1852,0.7593,0.3
S4_HighHet,194,REML,0.624743697465936,0.0977638163492568,0.433130138430205,0.816357256501668,0.3
S4_HighHet,194,HKSJ,0.624743697465936,0.0960316225780706,0.40750507459582,0.841982320336052,0.3
S4_HighHet,194,MWM_v2,0.6276,0.0982,0.4012,0.8539,0.3
S4_HighHet,194,SIT_v2,0.63,0.0968,0.4069,0.8531,0.3
S4_HighHet,194,ARP_v2,0.6248,0.0977,0.3995,0.8501,0.3
S4_HighHet,195,REML,0.221235310225403,0.173819093613545,-0.119443853082542,0.561914473533348,0.3
S4_HighHet,195,HKSJ,0.221235310225403,0.175607364202164,-0.176016146544635,0.618486766995441,0.3
S4_HighHet,195,MWM_v2,0.2174,0.1744,-0.1848,0.6195,0.3
S4_HighHet,195,SIT_v2,0.1932,0.177,-0.215,0.6014,0.3
S4_HighHet,195,ARP_v2,0.2205,0.1706,-0.1729,0.6138,0.3
S4_HighHet,196,REML,0.594178546400693,0.15989986882941,0.280780562362371,0.907576530439015,0.3
S4_HighHet,196,HKSJ,0.594178546400693,0.159518975330008,0.233321553755685,0.955035539045701,0.3
S4_HighHet,196,MWM_v2,0.604,0.1603,0.2344,0.9735,0.3
S4_HighHet,196,SIT_v2,0.5918,0.1597,0.2236,0.9601,0.3
S4_HighHet,196,ARP_v2,0.5942,0.1594,0.2265,0.9618,0.3
S4_HighHet,197,REML,0.266815273993499,0.17381229925813,-0.0738505726225345,0.607481120609532,0.3
S4_HighHet,197,HKSJ,0.266815273993499,0.171843128914979,-0.121920890959177,0.655551438946175,0.3
S4_HighHet,197,MWM_v2,0.2593,0.1746,-0.1432,0.6619,0.3
S4_HighHet,197,SIT_v2,0.1564,0.181,-0.2609,0.5737,0.3
S4_HighHet,197,ARP_v2,0.2667,0.1758,-0.1388,0.6722,0.3
S4_HighHet,198,REML,0.185690445751892,0.121092407729477,-0.0516463121991235,0.423027203702907,0.3
S4_HighHet,198,HKSJ,0.185690445751892,0.119960135979737,-0.0856782351049161,0.4570591266087,0.3
S4_HighHet,198,MWM_v2,0.1858,0.1215,-0.0944,0.4659,0.3
S4_HighHet,198,SIT_v2,0.1866,0.1204,-0.0911,0.4642,0.3
S4_HighHet,198,ARP_v2,0.1857,0.1208,-0.093,0.4644,0.3
S4_HighHet,199,REML,0.552034029083338,0.146395684696806,0.265103759585517,0.83896429858116,0.3
S4_HighHet,199,HKSJ,0.552034029083338,0.145743405991777,0.222339539288433,0.881728518878243,0.3
S4_HighHet,199,MWM_v2,0.5503,0.1469,0.2115,0.8891,0.3
S4_HighHet,199,SIT_v2,0.5397,0.1461,0.2028,0.8767,0.3
S4_HighHet,199,ARP_v2,0.5521,0.1466,0.2141,0.89,0.3
S4_HighHet,200,REML,0.494156629609976,0.0575881076787776,0.381286012621757,0.607027246598194,0.3
S4_HighHet,200,HKSJ,0.494156629609976,0.0588274729004641,0.361079640418874,0.627233618801078,0.3
S4_HighHet,200,MWM_v2,0.4868,0.058,0.3531,0.6205,0.3
S4_HighHet,200,SIT_v2,0.4807,0.061,0.34,0.6213,0.3
S4_HighHet,200,ARP_v2,0.494,0.0584,0.3593,0.6287,0.3
S5_NoHet,1,REML,0.284938432498541,0.0521454590973127,0.182735210710502,0.38714165428658,0.3
S5_NoHet,1,HKSJ,0.284938432498541,0.053908671745057,0.162988544573523,0.406888320423559,0.3
S5_NoHet,1,MWM_v2,0.2829,0.0527,0.1613,0.4045,0.3
S5_NoHet,1,SIT_v2,0.2498,0.0598,0.1118,0.3877,0.3
S5_NoHet,1,ARP_v2,0.2854,0.0535,0.162,0.4087,0.3
S5_NoHet,2,REML,0.237795734071538,0.0475803236448588,0.144540013354855,0.33105145478822,0.3
S5_NoHet,2,HKSJ,0.237795734071538,0.0526884990837053,0.118606068472247,0.356985399670828,0.3
S5_NoHet,2,MWM_v2,0.2432,0.0479,0.1327,0.3537,0.3
S5_NoHet,2,SIT_v2,0.2221,0.0568,0.0912,0.3531,0.3
S5_NoHet,2,ARP_v2,0.2394,0.0517,0.12,0.3587,0.3
S5_NoHet,3,REML,0.256031426726483,0.0784535273775617,0.102265338606334,0.409797514846631,0.3
S5_NoHet,3,HKSJ,0.256031426726483,0.0822874146082633,0.0698843623622541,0.442178491090711,0.3
S5_NoHet,3,MWM_v2,0.2559,0.0787,0.0745,0.4373,0.3
S5_NoHet,3,SIT_v2,0.2231,0.086,0.0249,0.4213,0.3
S5_NoHet,3,ARP_v2,0.2564,0.0803,0.0713,0.4415,0.3
S5_NoHet,4,REML,0.303710403637234,0.0489115988044519,0.207845431554236,0.399575375720232,0.3
S5_NoHet,4,HKSJ,0.303710403637234,0.03490418069395,0.224751661268812,0.382669146005656,0.3
S5_NoHet,4,MWM_v2,0.3043,0.0495,0.1902,0.4184,0.3
S5_NoHet,4,SIT_v2,0.3089,0.0392,0.2185,0.3992,0.3
S5_NoHet,4,ARP_v2,0.3037,0.0439,0.2025,0.405,0.3
S5_NoHet,5,REML,0.256259157031892,0.0458590167978055,0.166377135741776,0.346141178322008,0.3
S5_NoHet,5,HKSJ,0.256259157031892,0.0395463503467646,0.166799097332431,0.345719216731353,0.3
S5_NoHet,5,MWM_v2,0.2514,0.0466,0.1438,0.3589,0.3
S5_NoHet,5,SIT_v2,0.2379,0.0435,0.1377,0.3381,0.3
S5_NoHet,5,ARP_v2,0.2563,0.044,0.1548,0.3577,0.3
S5_NoHet,6,REML,0.254604130733193,0.0489433413040275,0.158676944494247,0.350531316972138,0.3
S5_NoHet,6,HKSJ,0.254604130733193,0.0511873318260684,0.138810341398324,0.370397920068062,0.3
S5_NoHet,6,MWM_v2,0.2422,0.0496,0.1278,0.3565,0.3
S5_NoHet,6,SIT_v2,0.2425,0.0571,0.1107,0.3743,0.3
S5_NoHet,6,ARP_v2,0.2525,0.051,0.1348,0.3701,0.3
S5_NoHet,7,REML,0.295021273871432,0.0506369683541833,0.195774639610938,0.394267908131926,0.3
S5_NoHet,7,HKSJ,0.295021273871432,0.0383079675297896,0.208362630731677,0.381679917011186,0.3
S5_NoHet,7,MWM_v2,0.2989,0.0513,0.1807,0.4171,0.3
S5_NoHet,7,SIT_v2,0.3087,0.0436,0.2082,0.4093,0.3
S5_NoHet,7,ARP_v2,0.295,0.0465,0.1878,0.4022,0.3
S5_NoHet,8,REML,0.397655307680692,0.0511112990591531,0.297479002321696,0.497831613039688,0.3
S5_NoHet,8,HKSJ,0.397655307680692,0.0501369788723395,0.284237581803566,0.511073033557817,0.3
S5_NoHet,8,MWM_v2,0.4033,0.0515,0.2846,0.522,0.3
S5_NoHet,8,SIT_v2,0.4386,0.056,0.3094,0.5677,0.3
S5_NoHet,8,ARP_v2,0.3975,0.0504,0.2814,0.5136,0.3
S5_NoHet,9,REML,0.237072930734056,0.0495073771488337,0.140040254553301,0.334105606914812,0.3
S5_NoHet,9,HKSJ,0.237072930734056,0.04469775033966,0.135959594642228,0.338186266825884,0.3
S5_NoHet,9,MWM_v2,0.2323,0.05,0.117,0.3475,0.3
S5_NoHet,9,SIT_v2,0.225,0.0482,0.1138,0.3361,0.3
S5_NoHet,9,ARP_v2,0.2371,0.0482,0.126,0.3481,0.3
S5_NoHet,10,REML,0.349650105427283,0.0470360434191799,0.257461154350428,0.441839056504138,0.3
S5_NoHet,10,HKSJ,0.349650105427283,0.0315349358708994,0.278313124368546,0.42098708648602,0.3
S5_NoHet,10,MWM_v2,0.3446,0.0472,0.2358,0.4535,0.3
S5_NoHet,10,SIT_v2,0.3297,0.0332,0.2532,0.4062,0.3
S5_NoHet,10,ARP_v2,0.3497,0.0412,0.2547,0.4446,0.3
S5_NoHet,11,REML,0.247144022855544,0.0458831467741124,0.157214707680919,0.33707333803017,0.3
S5_NoHet,11,HKSJ,0.247144022855544,0.0344475683104989,0.169218209460969,0.32506983625012,0.3
S5_NoHet,11,MWM_v2,0.2436,0.0463,0.1369,0.3504,0.3
S5_NoHet,11,SIT_v2,0.2393,0.0378,0.1522,0.3264,0.3
S5_NoHet,11,ARP_v2,0.2471,0.042,0.1503,0.344,0.3
S5_NoHet,12,REML,0.366100204322162,0.0473067070163739,0.273380762342881,0.458819646301443,0.3
S5_NoHet,12,HKSJ,0.366100204322162,0.0453387746757055,0.263536770437021,0.468663638207303,0.3
S5_NoHet,12,MWM_v2,0.3682,0.0477,0.2582,0.4782,0.3
S5_NoHet,12,SIT_v2,0.3961,0.0495,0.282,0.5102,0.3
S5_NoHet,12,ARP_v2,0.3662,0.046,0.2602,0.4722,0.3
S5_NoHet,13,REML,0.294653074739065,0.0464990554975277,0.203516600648781,0.385789548829348,0.3
S5_NoHet,13,HKSJ,0.294653074739065,0.0263718583200772,0.234995786544003,0.354310362934127,0.3
S5_NoHet,13,MWM_v2,0.2897,0.0471,0.1811,0.3982,0.3
S5_NoHet,13,SIT_v2,0.2747,0.0305,0.2045,0.345,0.3
S5_NoHet,13,ARP_v2,0.2947,0.0376,0.2079,0.3814,0.3
S5_NoHet,14,REML,0.294542516320496,0.0473698465323185,0.201699323163963,0.38738570947703,0.3
S5_NoHet,14,HKSJ,0.294542516320496,0.0465791202330142,0.189173225848545,0.399911806792448,0.3
S5_NoHet,14,MWM_v2,0.2952,0.048,0.1845,0.406,0.3
S5_NoHet,14,SIT_v2,0.2953,0.0502,0.1795,0.411,0.3
S5_NoHet,14,ARP_v2,0.2945,0.0467,0.1867,0.4023,0.3
S5_NoHet,15,REML,0.378796580798285,0.0734204913783094,0.234895061969566,0.522698099627005,0.3
S5_NoHet,15,HKSJ,0.378796580798285,0.0710227981227268,0.218131849302988,0.539461312293583,0.3
S5_NoHet,15,MWM_v2,0.3811,0.0739,0.2108,0.5515,0.3
S5_NoHet,15,SIT_v2,0.3941,0.0743,0.2228,0.5653,0.3
S5_NoHet,15,ARP_v2,0.3785,0.0722,0.2121,0.5449,0.3
S5_NoHet,16,REML,0.355494508193287,0.0446990156267674,0.26788604742043,0.443102968966145,0.3
S5_NoHet,16,HKSJ,0.355494508193287,0.0281389280587594,0.291839830531701,0.419149185854873,0.3
S5_NoHet,16,MWM_v2,0.3496,0.0451,0.2456,0.4536,0.3
S5_NoHet,16,SIT_v2,0.3364,0.0314,0.264,0.4087,0.3
S5_NoHet,16,ARP_v2,0.3555,0.038,0.2678,0.4432,0.3
S5_NoHet,17,REML,0.322998003155883,0.0502593666782577,0.224491454580706,0.421504551731061,0.3
S5_NoHet,17,HKSJ,0.322998003155883,0.0454778720368095,0.220119909178994,0.425876097132772,0.3
S5_NoHet,17,MWM_v2,0.3281,0.051,0.2105,0.4458,0.3
S5_NoHet,17,SIT_v2,0.3565,0.052,0.2367,0.4763,0.3
S5_NoHet,17,ARP_v2,0.3214,0.0468,0.2135,0.4294,0.3
S5_NoHet,18,REML,0.330137045748527,0.0415945165403851,0.248613291375017,0.411660800122038,0.3
S5_NoHet,18,HKSJ,0.330137045748527,0.0364330955795573,0.24771965762032,0.412554433876735,0.3
S5_NoHet,18,MWM_v2,0.3293,0.0417,0.2331,0.4254,0.3
S5_NoHet,18,SIT_v2,0.3159,0.0371,0.2303,0.4015,0.3
S5_NoHet,18,ARP_v2,0.3301,0.0401,0.2377,0.4226,0.3
S5_NoHet,19,REML,0.337982145620052,0.0457628761956276,0.248288556447657,0.427675734792447,0.3
S5_NoHet,19,HKSJ,0.337982145620052,0.0439336097142427,0.238597415717397,0.437366875522707,0.3
S5_NoHet,19,MWM_v2,0.344,0.0464,0.237,0.4509,0.3
S5_NoHet,19,SIT_v2,0.3523,0.0487,0.24,0.4645,0.3
S5_NoHet,19,ARP_v2,0.338,0.0453,0.2336,0.4424,0.3
S5_NoHet,20,REML,0.3065211757071,0.0436852028330519,0.220899751496991,0.392142599917208,0.3
S5_NoHet,20,HKSJ,0.3065211757071,0.0206602827613889,0.259784369072987,0.353257982341212,0.3
S5_NoHet,20,MWM_v2,0.3036,0.0439,0.2023,0.4049,0.3
S5_NoHet,20,SIT_v2,0.2969,0.0218,0.2466,0.3472,0.3
S5_NoHet,20,ARP_v2,0.3065,0.032,0.2328,0.3802,0.3
S5_NoHet,21,REML,0.32381304069127,0.0499073326241964,0.225996466183384,0.421629615199156,0.3
S5_NoHet,21,HKSJ,0.32381304069127,0.0474212413137097,0.216538739984679,0.431087341397861,0.3
S5_NoHet,21,MWM_v2,0.3314,0.0505,0.215,0.4478,0.3
S5_NoHet,21,SIT_v2,0.3447,0.0501,0.229,0.4603,0.3
S5_NoHet,21,ARP_v2,0.3229,0.0481,0.212,0.4338,0.3
S5_NoHet,22,REML,0.191180919602375,0.0480569331332213,0.0969910614538114,0.285370777750938,0.3
S5_NoHet,22,HKSJ,0.191180919602375,0.0405896597071493,0.0993607301603052,0.283001109044444,0.3
S5_NoHet,22,MWM_v2,0.1911,0.0483,0.0799,0.3024,0.3
S5_NoHet,22,SIT_v2,0.1704,0.0436,0.0698,0.271,0.3
S5_NoHet,22,ARP_v2,0.1912,0.0458,0.0855,0.2968,0.3
S5_NoHet,23,REML,0.342913775516555,0.0543906307000655,0.236310098248008,0.449517452785102,0.3
S5_NoHet,23,HKSJ,0.342913775516555,0.0550547332316458,0.218371316390643,0.467456234642467,0.3
S5_NoHet,23,MWM_v2,0.3394,0.0551,0.2122,0.4665,0.3
S5_NoHet,23,SIT_v2,0.3462,0.0604,0.2069,0.4854,0.3
S5_NoHet,23,ARP_v2,0.3427,0.0549,0.2162,0.4692,0.3
S5_NoHet,24,REML,0.322890869252784,0.0468305962844715,0.231104587160685,0.414677151344884,0.3
S5_NoHet,24,HKSJ,0.322890869252784,0.0487155898530573,0.212688548726751,0.433093189778818,0.3
S5_NoHet,24,MWM_v2,0.328,0.047,0.2196,0.4363,0.3
S5_NoHet,24,SIT_v2,0.3067,0.0515,0.188,0.4254,0.3
S5_NoHet,24,ARP_v2,0.3241,0.0488,0.2117,0.4365,0.3
S5_NoHet,25,REML,0.2102335497217,0.0481799998866025,0.115802485168816,0.304664614274585,0.3
S5_NoHet,25,HKSJ,0.2102335497217,0.0489736856247802,0.0994473759969764,0.321019723446424,0.3
S5_NoHet,25,MWM_v2,0.2054,0.0485,0.0935,0.3172,0.3
S5_NoHet,25,SIT_v2,0.2055,0.0506,0.0888,0.3222,0.3
S5_NoHet,25,ARP_v2,0.2103,0.0488,0.0978,0.3228,0.3
S5_NoHet,26,REML,0.397638492124072,0.0480015360737319,0.303557210216958,0.491719774031187,0.3
S5_NoHet,26,HKSJ,0.397638492124072,0.0411694861738547,0.304506644087165,0.49077034016098,0.3
S5_NoHet,26,MWM_v2,0.3989,0.0485,0.2871,0.5107,0.3
S5_NoHet,26,SIT_v2,0.3941,0.0449,0.2907,0.4976,0.3
S5_NoHet,26,ARP_v2,0.3976,0.046,0.2916,0.5037,0.3
S5_NoHet,27,REML,0.339054163309814,0.0513153169621819,0.23847799020868,0.439630336410948,0.3
S5_NoHet,27,HKSJ,0.339054163309814,0.0559502594057286,0.212485883234727,0.465622443384901,0.3
S5_NoHet,27,MWM_v2,0.3347,0.0516,0.2157,0.4536,0.3
S5_NoHet,27,SIT_v2,0.3135,0.0612,0.1724,0.4546,0.3
S5_NoHet,27,ARP_v2,0.3408,0.0551,0.2138,0.4678,0.3
S5_NoHet,28,REML,0.326575501599546,0.0446544280689107,0.239054430834247,0.414096572364846,0.3
S5_NoHet,28,HKSJ,0.326575501599546,0.0396627527154656,0.236852121447962,0.416298881751131,0.3
S5_NoHet,28,MWM_v2,0.3263,0.0453,0.2218,0.4308,0.3
S5_NoHet,28,SIT_v2,0.3235,0.0434,0.2235,0.4235,0.3
S5_NoHet,28,ARP_v2,0.3266,0.0432,0.2269,0.4263,0.3
S5_NoHet,29,REML,0.327065944926218,0.0463988418993591,0.236125885879106,0.41800600397333,0.3
S5_NoHet,29,HKSJ,0.327065944926218,0.0405469915562795,0.235342277547262,0.418789612305174,0.3
S5_NoHet,29,MWM_v2,0.3293,0.0474,0.22,0.4387,0.3
S5_NoHet,29,SIT_v2,0.3253,0.0461,0.2189,0.4317,0.3
S5_NoHet,29,ARP_v2,0.3271,0.0447,0.224,0.4301,0.3
S5_NoHet,30,REML,0.285214413223424,0.042973504259354,0.200987892585612,0.369440933861237,0.3
S5_NoHet,30,HKSJ,0.285214413223424,0.0253787445355,0.227803704489617,0.342625121957231,0.3
S5_NoHet,30,MWM_v2,0.2868,0.0431,0.1873,0.3863,0.3
S5_NoHet,30,SIT_v2,0.2896,0.0265,0.2284,0.3508,0.3
S5_NoHet,30,ARP_v2,0.2852,0.0355,0.2034,0.367,0.3
S5_NoHet,31,REML,0.296414479263228,0.0468522994743402,0.204585659700636,0.388243298825819,0.3
S5_NoHet,31,HKSJ,0.296414479263228,0.0469673333967195,0.190166989602307,0.402661968924148,0.3
S5_NoHet,31,MWM_v2,0.2932,0.0471,0.1846,0.4019,0.3
S5_NoHet,31,SIT_v2,0.2846,0.0485,0.1728,0.3965,0.3
S5_NoHet,31,ARP_v2,0.2964,0.0469,0.1882,0.4046,0.3
S5_NoHet,32,REML,0.263274186021043,0.0449693750413288,0.175135830532764,0.351412541509321,0.3
S5_NoHet,32,HKSJ,0.263274186021043,0.0443682751497273,0.162906174590085,0.363642197452,0.3
S5_NoHet,32,MWM_v2,0.2673,0.0452,0.163,0.3717,0.3
S5_NoHet,32,SIT_v2,0.2659,0.046,0.1597,0.3721,0.3
S5_NoHet,32,ARP_v2,0.2633,0.0448,0.1599,0.3666,0.3
S5_NoHet,33,REML,0.294514172278764,0.0445596326427069,0.207178897134723,0.381849447422805,0.3
S5_NoHet,33,HKSJ,0.294514172278764,0.043479818036727,0.196155990469819,0.392872354087708,0.3
S5_NoHet,33,MWM_v2,0.2907,0.0449,0.1871,0.3942,0.3
S5_NoHet,33,SIT_v2,0.289,0.0453,0.1844,0.3936,0.3
S5_NoHet,33,ARP_v2,0.2946,0.0437,0.1937,0.3954,0.3
S5_NoHet,34,REML,0.298045466090961,0.0500626174321759,0.199924538952089,0.396166393229833,0.3
S5_NoHet,34,HKSJ,0.298045466090961,0.0441632991733073,0.198141142533264,0.397949789648658,0.3
S5_NoHet,34,MWM_v2,0.308,0.0508,0.1908,0.4251,0.3
S5_NoHet,34,SIT_v2,0.3302,0.0491,0.2171,0.4434,0.3
S5_NoHet,34,ARP_v2,0.298,0.0484,0.1865,0.4096,0.3
S5_NoHet,35,REML,0.316563040324215,0.0513733155427482,0.215873192094017,0.417252888554413,0.3
