"dataset","file","n_rows","n_studies","n_comparisons","n_outcomes","n_subgroups","has_outcome_col","has_comparison_col","has_subgroup_col","has_review_doi_col","has_review_url_col","outcome_type","study_year_min","study_year_max","ctrl_risk_mean","ctrl_risk_median","ctrl_mean_mean","missing_study_year","missing_outcome","missing_comparison","missing_review_doi"
"CD000028_pub4_data","CD000028_pub4_data.rda",163,16,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"binary",1970,1999,0.110633273701174,0.0700126528890763,NA,0.0613496932515337,NA,NA,0
"CD000143_pub2_data","CD000143_pub2_data.rda",80,9,NA,NA,14,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1982,2005,0.410183683731204,0.402380952380952,0,0,NA,NA,0
"CD000219_pub5_data","CD000219_pub5_data.rda",71,17,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1968,2021,0.256781613027038,0.233766233766234,0,0,NA,NA,0
"CD000478_pub5_data","CD000478_pub5_data.rda",42,10,NA,NA,20,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1974,2023,0.40436861911026,0.3,0,0,NA,NA,0
"CD000547_pub3_data","CD000547_pub3_data.rda",282,39,NA,NA,76,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2021,0.0953620861654909,0.0204081632653061,48.0163120567376,0,NA,NA,0
"CD001072_pub2_data","CD001072_pub2_data.rda",3,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1982,1982,0.259259259259259,0.222222222222222,0,0,NA,NA,0
"CD001155_pub3_data","CD001155_pub3_data.rda",977,104,NA,NA,173,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2018,0.0468754554999693,0.0120481927710843,-0.00122824974411464,0.0665301944728762,NA,NA,0
"CD001321_pub7_data","CD001321_pub7_data.rda",155,38,NA,NA,16,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2021,0.27262235154083,0.2875,0,0,NA,NA,0
"CD001396_pub4_data","CD001396_pub4_data.rda",387,28,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1991,2020,0.10335354061775,0.037037037037037,12.0209612403101,0,NA,NA,0
"CD001431_pub6_data","CD001431_pub6_data.rda",1479,188,NA,NA,40,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2022,0.143918661568064,0,25.7594726166329,0,NA,NA,0
"CD001533_pub7_data","CD001533_pub7_data.rda",217,49,NA,NA,52,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1979,2023,0.344846138590774,0.342857142857143,1.72285714285714,0,NA,NA,0
"CD001552_pub3_data","CD001552_pub3_data.rda",78,14,NA,NA,4,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1964,2020,0.145638979695307,0,2.91769230769231,0,NA,NA,0
"CD001703_pub4_data","CD001703_pub4_data.rda",119,20,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1976,2020,0.0794550916433772,0,8.25680672268908,0,NA,NA,0
"CD001797_pub4_data","CD001797_pub4_data.rda",44,8,NA,NA,4,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2012,0.105191709900494,0,0.929318181818182,0,NA,NA,0
"CD001837_pub4_data","CD001837_pub4_data.rda",144,72,NA,NA,24,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2022,0.235811740710498,0.22,0,0,NA,NA,0
"CD001909_pub4_data","CD001909_pub4_data.rda",133,14,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2010,0.119998940052523,0.0833333333333333,0,0,NA,NA,0
"CD001920_pub4_data","CD001920_pub4_data.rda",1427,196,NA,NA,41,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2022,0.00171893031680049,0,36.4836981779958,0.00770847932725999,NA,NA,0
"CD002042_pub6_data","CD002042_pub6_data.rda",912,66,NA,NA,25,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1956,2023,0.268061082373005,0.0802469135802469,5.23,0.24780701754386,NA,NA,0
"CD002052_pub4_data","CD002052_pub4_data.rda",37,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2020,0.111448461448461,0,4.93486486486487,0,NA,NA,0
"CD002112_pub2_data","CD002112_pub2_data.rda",233,81,NA,NA,60,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1978,2022,0.220060513885161,0.0869565217391304,1.14639484978541,0.0429184549356223,NA,NA,0
"CD002115_pub6_data","CD002115_pub6_data.rda",59,21,NA,NA,18,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2023,0.068995972434599,0,5.50322033898305,0.0338983050847458,NA,NA,0
"CD002122_pub3_data","CD002122_pub3_data.rda",367,32,NA,NA,115,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1987,2023,0.25111275460272,0.133333333333333,13.1052239583333,0.0245231607629428,NA,NA,0
"CD002203_pub5_data","CD002203_pub5_data.rda",175,12,NA,NA,57,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2021,0.145508615519666,0.0434782608695652,1.33314285714286,0,NA,NA,0
"CD002243_pub5_data","CD002243_pub5_data.rda",1084,78,NA,NA,35,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1972,2023,0.286779009105013,0.267326732673267,1.56128228782288,0,NA,NA,0
"CD002290_pub6_data","CD002290_pub6_data.rda",229,57,NA,NA,85,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1970,2024,0.382026324226753,0.333333333333333,1.21170305676856,0,NA,NA,0
"CD002303_pub4_data","CD002303_pub4_data.rda",15,8,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2019,0.322945666854054,0.289772727272727,0,0,NA,NA,0
"CD002971_pub6_data","CD002971_pub6_data.rda",73,12,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1977,2024,0.0704596522174442,0.0227272727272727,17.7958904109589,0,NA,NA,0
"CD003129_pub2_data","CD003129_pub2_data.rda",19,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2017,0.11262944505115,0,0.51,0,NA,NA,0
"CD003214_pub4_data","CD003214_pub4_data.rda",8,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,1998,0.165697674418605,0.13953488372093,12.20375,0,NA,NA,0
"CD003216_pub3_data","CD003216_pub3_data.rda",62,32,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1967,2021,0.104401610660222,0,19.7538709677419,0,NA,NA,0
"CD003218_pub3_data","CD003218_pub3_data.rda",18,6,NA,NA,2,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2012,0,0,0,0,NA,NA,0
"CD003331_pub6_data","CD003331_pub6_data.rda",155,55,NA,NA,2,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2021,0.104569394696186,0.0222222222222222,7.72206451612903,0.0129032258064516,NA,NA,0
"CD003333_pub4_data","CD003333_pub4_data.rda",15,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2012,0.0989439166156595,0.0554493307839388,0,0,NA,NA,0
"CD003357_pub5_data","CD003357_pub5_data.rda",34,9,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2017,0.166657157988234,0.138736263736264,0,0.0882352941176471,NA,NA,0
"CD003376_pub4_data","CD003376_pub4_data.rda",276,26,NA,NA,45,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2005,0.0787239690364335,0.04,0,0.731884057971015,NA,NA,0
"CD003414_pub4_data","CD003414_pub4_data.rda",135,29,NA,NA,14,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2022,0.169391730931775,0.125,1.29977777777778,0,NA,NA,0
"CD003429_pub5_data","CD003429_pub5_data.rda",33,3,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2016,0.0740311139035222,0,5.85621212121212,0,NA,NA,0
"CD003451_pub3_data","CD003451_pub3_data.rda",83,28,NA,NA,27,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2023,0.00438116100766703,0,2.04012048192771,0,NA,NA,0
"CD003477_pub5_data","CD003477_pub5_data.rda",158,28,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2022,0,0,14.501335443038,0,NA,NA,0
"CD003511_pub6_data","CD003511_pub6_data.rda",48,8,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1953,2016,0.270498940608653,0.245283018867925,0,0,NA,NA,0
"CD003519_pub5_data","CD003519_pub5_data.rda",329,60,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1976,2024,0.470650058741951,0.46875,59.6338738738739,0,NA,NA,0
"CD003594_pub7_data","CD003594_pub7_data.rda",171,26,NA,NA,84,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1970,2020,0.227840555930991,0.147540983606557,1.55824561403509,0,NA,NA,0
"CD003598_pub3_data","CD003598_pub3_data.rda",650,76,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2022,0.0491034926352998,0,32.9322046153846,0,NA,NA,0
"CD003743_pub3_data","CD003743_pub3_data.rda",35,1,NA,NA,27,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,1999,0.141274834071204,0.0930232558139535,7.84571428571429,0,NA,NA,0
"CD003774_pub5_data","CD003774_pub5_data.rda",761,41,NA,NA,141,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2020,0.255600857998337,0.193548387096774,0.57503285151117,0,NA,NA,0
"CD003833_pub5_data","CD003833_pub5_data.rda",36,8,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2019,0.00496109799807676,0,35.0663888888889,0,NA,NA,0
"CD003962_pub3_data","CD003962_pub3_data.rda",239,64,NA,NA,69,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1980,2020,0.0735735385322846,0,44.459,0,NA,NA,0
"CD004184_pub3_data","CD004184_pub3_data.rda",186,25,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2021,0.0175694703285404,0,-0.133333333333333,0,NA,NA,0
"CD004307_pub7_data","CD004307_pub7_data.rda",157,56,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2024,0.0578178454591138,0.0434782608695652,0,0.0573248407643312,NA,NA,0
"CD004372_pub3_data","CD004372_pub3_data.rda",4,3,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2018,0,0,0.125,0.25,NA,NA,0
"CD004376_pub4_data","CD004376_pub4_data.rda",1029,138,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2023,0.121201927722797,0.0752262443438914,23.6307036599764,0.0136054421768707,NA,NA,0
"CD004406_pub6_data","CD004406_pub6_data.rda",79,18,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1973,2011,0.224740946057372,0.2,0,0,NA,NA,0
"CD004417_pub6_data","CD004417_pub6_data.rda",122,11,NA,NA,33,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1987,2021,0.347604934948788,0.122448979591837,1.92377049180328,0,NA,NA,0
"CD004508_pub5_data","CD004508_pub5_data.rda",57,7,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2015,0.108275656591981,0.0277777777777778,2.39350877192982,0,NA,NA,0
"CD004661_pub4_data","CD004661_pub4_data.rda",492,6,NA,NA,97,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2023,0.113381107907354,0.0594855305466238,15.3491260162602,0,NA,NA,0
"CD004667_pub6_data","CD004667_pub6_data.rda",490,17,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2020,0.216605985629247,0.148614609571788,0,0,NA,NA,0
"CD004703_pub3_data","CD004703_pub3_data.rda",117,21,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2022,0.0194676339443468,0,1.19128205128205,0,NA,NA,0
"CD004736_pub6_data","CD004736_pub6_data.rda",1366,41,NA,NA,26,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1947,2017,0.146841366593417,0.0476190476190476,374.831786237189,0.0571010248901903,NA,NA,0
"CD004762_pub3_data","CD004762_pub3_data.rda",29,7,NA,NA,20,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2021,0,0,0,0,NA,NA,0
"CD004871_pub5_data","CD004871_pub5_data.rda",117,30,NA,NA,24,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2021,0.0675443625453058,0,28.0505128205128,0,NA,NA,0
"CD004904_pub4_data","CD004904_pub4_data.rda",6,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1983,2017,0.131751634257453,0.0610307414104882,0,0,NA,NA,0
"CD004925_pub4_data","CD004925_pub4_data.rda",87,11,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2022,0.114946967626776,0.0656934306569343,0,0,NA,NA,0
"CD004953_pub5_data","CD004953_pub5_data.rda",163,14,NA,NA,17,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2005,2024,0.210293120926235,0.1,0.43558282208589,0,NA,NA,0
"CD004992_pub4_data","CD004992_pub4_data.rda",25,8,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2018,0.186604850361197,0.0588235294117647,2.698,0,NA,NA,0
"CD005133_pub4_data","CD005133_pub4_data.rda",174,21,NA,NA,53,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2023,0.172054931190525,0.111111111111111,0,0,NA,NA,0
"CD005187_pub6_data","CD005187_pub6_data.rda",26,4,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2009,0.0955158587879849,0.0781767252355488,0,0,NA,NA,0
"CD005343_pub7_data","CD005343_pub7_data.rda",158,4,NA,NA,71,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2010,2016,0.0477249643326263,0,19.3200632911392,0,NA,NA,0
"CD005495_pub5_data","CD005495_pub5_data.rda",343,34,NA,NA,17,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2023,0.0278789866527977,0,77.1302040816327,0,NA,NA,0
"CD005566_pub4_data","CD005566_pub4_data.rda",906,69,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1976,2020,0.0934946838492474,0.0151312861593235,120.529139072848,0,NA,NA,0
"CD005582_pub5_data","CD005582_pub5_data.rda",15,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1970,1996,0.0578930377445229,0.0099009900990099,0,0,NA,NA,0
"CD005595_pub4_data","CD005595_pub4_data.rda",284,46,NA,NA,85,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1986,2022,0.0269657095479002,0,18.9925246478873,0.0985915492957746,NA,NA,0
"CD005951_pub5_data","CD005951_pub5_data.rda",80,19,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2023,0.287249533655499,0.237903225806452,3.177625,0,NA,NA,0
"CD006023_pub4_data","CD006023_pub4_data.rda",891,110,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2024,0.0425741763977969,0,43.1333232323232,0,NA,NA,0
"CD006027_pub3_data","CD006027_pub3_data.rda",86,29,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1980,2022,0.193038351136955,0.113916786226686,0.464418604651163,0,NA,NA,0
"CD006124_pub3_data","CD006124_pub3_data.rda",96,10,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2017,0.0417550138727913,0,39.4534375,0,NA,NA,0
"CD006140_pub3_data","CD006140_pub3_data.rda",136,20,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2019,2019,0.325252421935654,0.152505446623094,16.6848484848485,0.970588235294118,NA,NA,0
"CD006182_pub3_data","CD006182_pub3_data.rda",79,3,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2021,0.212340675808475,0.2,8.32246835443038,0,NA,NA,0
"CD006185_pub6_data","CD006185_pub6_data.rda",970,101,NA,NA,17,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2024,0.20051002260201,0,24.3807713402062,0,NA,NA,0
"CD006214_pub5_data","CD006214_pub5_data.rda",1,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1982,1982,0,0,36.9,0,NA,NA,0
"CD006257_pub2_data","CD006257_pub2_data.rda",544,81,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1987,2020,0.095697177293064,0.0209324087626269,1.50161764705882,0,NA,NA,0
"CD006273_pub4_data","CD006273_pub4_data.rda",5,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2000,2018,0,0,1.152,0,NA,NA,0
"CD006404_pub5_data","CD006404_pub5_data.rda",383,20,NA,NA,45,FALSE,FALSE,TRUE,TRUE,TRUE,"binary",1996,2025,0.0383985825627668,0.00833333333333333,NA,0,NA,NA,0
"CD006475_pub3_data","CD006475_pub3_data.rda",222,24,NA,NA,16,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2020,0.298737841958754,0.287128712871287,0,0,NA,NA,0
"CD006515_pub2_data","CD006515_pub2_data.rda",31,2,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,1999,0.107450932924159,0.024390243902439,15.2774193548387,0,NA,NA,0
"CD006536_pub5_data","CD006536_pub5_data.rda",956,54,NA,NA,19,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2021,0.0349109235482923,0,10.8351987447699,0,NA,NA,0
"CD006606_pub5_data","CD006606_pub5_data.rda",30,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2022,0.287582744740639,0.228070175438596,0,0,NA,NA,0
"CD006632_pub3_data","CD006632_pub3_data.rda",122,39,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2019,0,0,1451.9856557377,0.188524590163934,NA,NA,0
"CD006689_pub3_data","CD006689_pub3_data.rda",295,14,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2024,0.0740318031409679,0.0277777777777778,122.342397932203,0,NA,NA,0
"CD006712_pub3_data","CD006712_pub3_data.rda",35,13,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2020,0,0,11.8565714285714,0,NA,NA,0
"CD006714_pub3_data","CD006714_pub3_data.rda",30,3,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2015,0.274324786324786,0.0947435897435897,7.51666666666667,0,NA,NA,0
"CD006742_pub3_data","CD006742_pub3_data.rda",17,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1978,2004,0.0191321895950168,0.00992063492063492,0,0,NA,NA,0
"CD006839_pub5_data","CD006839_pub5_data.rda",16,8,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2005,2020,0.359995080484211,0.248695652173913,5.88625,0,NA,NA,0
"CD006913_pub3_data","CD006913_pub3_data.rda",885,50,NA,NA,40,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1986,2022,0.106892253245563,0,76.2561807909605,0,NA,NA,0
"CD006919_pub5_data","CD006919_pub5_data.rda",163,40,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1988,2014,0.117568501664326,0.075,60.5232515337423,0.098159509202454,NA,NA,0
"CD006942_pub4_data","CD006942_pub4_data.rda",33,16,NA,NA,12,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1991,2019,0.153356810844292,0.109090909090909,0,0,NA,NA,0
"CD006982_pub5_data","CD006982_pub5_data.rda",25,12,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2022,0.103458387905247,0,757.3192,0,NA,NA,0
"CD007024_pub3_data","CD007024_pub3_data.rda",137,21,NA,NA,24,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2016,0.15879549775226,0.125,6.31978102189781,0.0218978102189781,NA,NA,0
"CD007026_pub7_data","CD007026_pub7_data.rda",56,6,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2014,0.107262439503581,0.082693947144075,0,0,NA,NA,0
"CD007079_pub4_data","CD007079_pub4_data.rda",159,19,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1978,2013,0.129273682985106,0.0685920577617329,363.174591194969,0,NA,NA,0
"CD007110_pub4_data","CD007110_pub4_data.rda",63,9,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2014,0.00177238724720622,0,0,0.634920634920635,NA,NA,0
"CD007130_pub5_data","CD007130_pub5_data.rda",137,24,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2109,0.166612469434818,0,104.269927007299,0,NA,NA,0
"CD007156_pub3_data","CD007156_pub3_data.rda",77,24,NA,NA,28,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2022,0.0487298864657355,0,28.974287012987,0,NA,NA,0
"CD007310_pub3_data","CD007310_pub3_data.rda",201,20,NA,NA,46,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1982,2020,0.253651558598287,0.112244897959184,2.3765671641791,0,NA,NA,0
"CD007374_pub3_data","CD007374_pub3_data.rda",97,8,NA,NA,49,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2022,0.0601626699748504,0,14.1966494845361,0,NA,NA,0
"CD007388_pub3_data","CD007388_pub3_data.rda",114,15,NA,NA,18,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2020,0.131842801571673,0.0373134328358209,0,0,NA,NA,0
"CD007491_pub3_data","CD007491_pub3_data.rda",20,9,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2021,0,0,0,0,NA,NA,0
"CD007569_pub4_data","CD007569_pub4_data.rda",26,15,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1983,2021,0.177690365190365,0,13.5584615384615,0.0384615384615385,NA,NA,0
"CD007572_pub4_data","CD007572_pub4_data.rda",71,8,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,0.515787227774877,0.75,5.3,0.183098591549296,NA,NA,0
"CD007639_pub3_data","CD007639_pub3_data.rda",132,30,NA,NA,45,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1991,2019,0.0553489353592606,0,116.502496212121,0,NA,NA,0
"CD007674_pub3_data","CD007674_pub3_data.rda",334,20,NA,NA,24,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2022,0.134941966641675,0,8.79695556886228,0,NA,NA,0
"CD007693_pub3_data","CD007693_pub3_data.rda",52,27,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1982,2017,0.35,0.35,0,0,NA,NA,0
"CD007784_pub3_data","CD007784_pub3_data.rda",934,44,NA,NA,22,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1991,2015,0.033475980223733,0,105.013265524625,0,NA,NA,0
"CD007809_pub3_data","CD007809_pub3_data.rda",95,6,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2022,0.0307877200988643,0,50.7011578947368,0,NA,NA,0
"CD007837_pub3_data","CD007837_pub3_data.rda",45,12,NA,NA,14,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2005,2022,0.00848484848484849,0,12.5562222222222,0,NA,NA,0
"CD007859_pub5_data","CD007859_pub5_data.rda",166,24,NA,NA,66,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2021,0.00598521667067057,0,11.9771445783133,0,NA,NA,0
"CD007872_pub4_data","CD007872_pub4_data.rda",40,3,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2018,2024,0.049988112066905,0.00174948999394154,13.6925,0,NA,NA,0
"CD007895_pub3_data","CD007895_pub3_data.rda",15,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1986,2019,0.00498797498797499,0,10.422,0,NA,NA,0
"CD007896_pub4_data","CD007896_pub4_data.rda",1526,56,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1985,2022,0.00479830504792469,0,19.4550458715596,0,NA,NA,0
"CD008063_pub3_data","CD008063_pub3_data.rda",179,86,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2022,0,0,0,0,NA,NA,0
"CD008145_pub4_data","CD008145_pub4_data.rda",85,34,NA,NA,20,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2021,0,0,0,0,NA,NA,0
"CD008165_pub5_data","CD008165_pub5_data.rda",47,26,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2021,0.20247640788073,0,1.12851063829787,0,NA,NA,0
"CD008176_pub3_data","CD008176_pub3_data.rda",891,78,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2022,0.0595483253442208,0,25.1181032547699,0,NA,NA,0
"CD008237_pub4_data","CD008237_pub4_data.rda",25,9,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2014,0.174736956481404,0,8.6488,0,NA,NA,0
"CD008309_pub3_data","CD008309_pub3_data.rda",160,8,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2022,0.123207858672701,0.0188679245283019,1.28539375,0,NA,NA,0
"CD008349_pub5_data","CD008349_pub5_data.rda",588,135,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2024,0,0,38.9656081632653,0,NA,NA,0
"CD008469_pub3_data","CD008469_pub3_data.rda",50,16,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1986,2021,0.222850594470501,0,5.4236,0,NA,NA,0
"CD008493_pub5_data","CD008493_pub5_data.rda",118,8,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,0.101761808213389,0.026400651465798,5.00830508474576,0,NA,NA,0
"CD008552_pub8_data","CD008552_pub8_data.rda",226,42,NA,NA,26,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,0,0,0,0,NA,NA,0
"CD008564_pub3_data","CD008564_pub3_data.rda",281,6,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2015,0.143314958926586,0.102040816326531,0.329786476868327,0,NA,NA,0
"CD008628_pub3_data","CD008628_pub3_data.rda",68,11,NA,NA,14,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2022,0.186366042593955,0,16.0553382352941,0,NA,NA,0
"CD008688_pub3_data","CD008688_pub3_data.rda",19,3,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2021,0.182255639097744,0.0303030303030303,38.2052631578947,0,NA,NA,0
"CD008709_pub4_data","CD008709_pub4_data.rda",353,55,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2020,0.264978242736697,0.0571428571428571,0.345269121813031,0.0453257790368272,NA,NA,0
"CD008771_pub3_data","CD008771_pub3_data.rda",42,9,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2014,0.0235171261487051,0,2.14361904761905,0.0714285714285714,NA,NA,0
